kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;catalogusprijs;maximum_ondersteunende_snelheid;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;laadvermogen;aanhangwagen_middenas_geremd;aanhangwagen_autonoom_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;subcategorie_nederland
92HLS1;Personenauto;TOYOTA;TOYOTA PRIUS;20230109;20090109;;hatchback;5;BLAUW;Niet geregistreerd;4;1497;1275;1725;1375;;;20090109;20090109;Geen verstrekking in Open Data;Ja;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;HW2;e11*2001/116*0200*05;NHW20(E);NHW20L-AHEEBW(1F);0;0;270;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-09T00:00:00.000;2009-01-09T00:00:00.000;2009-01-09T00:00:00.000;2009-01-09T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;25490;;;;;;;;;;;;;;;
04SHFK;Personenauto;TOYOTA;TOYOTA AYGO;20230112;20060105;2102;hatchback;4;BLAUW;Niet geregistreerd;3;998;805;1190;905;;;20060105;20060105;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;;e11*2001/116*0236*01;KGB10(H);KGB10L-AHMGKW(1B);0;0.06;234;Nee;Ja;Nee;0;0;2021;Logisch;00;Ja;2023-01-12T00:00:00.000;2006-01-05T00:00:00.000;2006-01-05T00:00:00.000;2006-01-05T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11690;;;;;;;;;;;;;;;
LTZX13;Personenauto;TOYOTA;LITEACE 1.5;20230403;20210719;2996;Niet geregistreerd;;WIT;Niet geregistreerd;4;;1260;;1360;;;19940302;19940302;Geen verstrekking in Open Data;Ja;3;4;;;;;M1;tegen r. balk v. vooras;;;;;;;0;223;Nee;Nee;Nee;;;2022;Logisch;00;Ja;2023-04-03T00:00:00.000;2021-07-19T00:00:00.000;1994-03-02T00:00:00.000;1994-03-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;;;;;;;;
03TXND;Personenauto;TOYOTA;TOYOTA AVENSIS;20230218;20210427;8103;stationwagen;5;ZWART;Niet geregistreerd;4;1998;1340;1895;1440;500;1400;20070302;20070302;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1895;;e11*2001/116*0196*05;AZT250(W);AZT250L-AWMEHW(1F);0;0.08;270;Nee;Nee;Nee;3295;0;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2021-04-27T00:00:00.000;2007-03-02T00:00:00.000;2007-03-02T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;33135;;;;;;;;;;;;;;;
04TGT8;Personenauto;TOYOTA;TOYOTA AYGO;20230126;20160311;;hatchback;4;WIT;Niet geregistreerd;3;998;780;1190;880;;;20120126;20120126;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHMRKW(3J);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-26T00:00:00.000;2016-03-11T00:00:00.000;2012-01-26T00:00:00.000;2012-01-26T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9540;;;;;;;;;;;;;;;
51LGPH;Personenauto;TOYOTA;YARIS;20230107;20200117;2050;hatchback;5;GRIJS;Niet geregistreerd;4;998;845;1350;945;400;650;20021228;20021228;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1350;;e2*98/14*0248*03;SCP10(G);SCP10L-CGMRKW(1D);0;0.05;237;Nee;Nee;Nee;2000;0;2021;Logisch;00;Ja;2023-01-07T00:00:00.000;2020-01-17T00:00:00.000;2002-12-28T00:00:00.000;2002-12-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
77VBV4;Bedrijfsauto;TOYOTA;HIACE 2.5 D-4D 95 SOD;20230116;20070116;8192;gesloten opbouw;3;N.v.t.;N.v.t.;4;2494;1685;2800;1785;750;;20070116;20070116;Geen verstrekking in Open Data;Ja;0;4;0;0;0;180;N1;tegen r. voorste deurdorpel;2800;;;;;0;0.04;299;Nee;Nee;Nee;4800;;2021;Logisch;00;Ja;2023-01-16T00:00:00.000;2007-01-16T00:00:00.000;2007-01-16T00:00:00.000;2007-01-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28898;;;;;1115;2000;2000;;;;;;;;
ZH192P;Personenauto;TOYOTA;TOYOTA AYGO;20230601;20211223;1402;hatchback;4;ROOD;Niet geregistreerd;3;998;830;1240;930;;;20190601;20190601;Geen verstrekking in Open Data;Ja;4;4;0;0;347;0;M1;;1240;AB1;e11*2001/116*0236*14;KGB40(H);KGB40L-AHMGKW(3Q);0;0.06;234;Nee;Nee;Nee;1240;0;2021;Logisch;00;Ja;2023-06-01T00:00:00.000;2021-12-23T00:00:00.000;2019-06-01T00:00:00.000;2019-06-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;13945;0;;;;;;;;;;;;;;
28TTT5;Personenauto;TOYOTA;TOYOTA YARIS;20220712;20211223;;MPV;5;ZWART;Niet geregistreerd;3;998;955;1430;1055;527;750;20120426;20120426;Geen verstrekking in Open Data;Ja;4;4;0;0;389;0;M1;r. voorzitting;1430;XP13M(A);e11*2007/46*0152*01;KSP13F(MH);KSP130L-CHMNKW(2B);0;0.05;251;Nee;Nee;Nee;2180;0;2021;Logisch;00;Ja;2022-07-12T00:00:00.000;2021-12-23T00:00:00.000;2012-04-26T00:00:00.000;2012-04-26T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14195;0;;;;;;;;;;;;;;
JB850P;Personenauto;TOYOTA;TOYOTA YARIS;20230205;20170224;1104;MPV;5;GRIJS;Niet geregistreerd;4;1329;1015;1490;1115;550;880;20150630;20170111;Geen verstrekking in Open Data;Ja;4;4;0;0;395;0;M1;r. voorzitting;1490;XP13M(A);e11*2007/46*0152*07;NSP13F(MH);NSP130L-CHFNKW(1H);0;0.07;251;Nee;Nee;Nee;2370;0;2021;Geen oordeel;05;Ja;2023-02-05T00:00:00.000;2017-02-24T00:00:00.000;2015-06-30T00:00:00.000;2017-01-11T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16657;0;;;;;;;;;;;;;;
49LGT3;Personenauto;TOYOTA;TOYOTA AYGO;20230116;20210805;;hatchback;4;ROOD;Niet geregistreerd;3;998;805;1190;905;;;20100416;20100416;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);1;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-16T00:00:00.000;2021-08-05T00:00:00.000;2010-04-16T00:00:00.000;2010-04-16T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11715;;;;;;;;;;;;;;;
73GBBD;Personenauto;TOYOTA;TOYOTA YARIS;20230302;20200303;2830;hatchback;5;GRIJS;Niet geregistreerd;4;1299;885;1350;985;400;900;20000907;20000907;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1350;;e6*98/14*0064*04;NCP10(H);NCP10L-AHMGKW(1E);1;0.06;237;Nee;Nee;Nee;2250;0;2022;Logisch;00;Ja;2023-03-02T00:00:00.000;2020-03-03T00:00:00.000;2000-09-07T00:00:00.000;2000-09-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
48SKTR;Personenauto;TOYOTA;TOYOTA PRIUS;20230225;20120703;;hatchback;5;ZWART;Niet geregistreerd;4;1497;1275;1725;1375;;;20060224;20060224;Geen verstrekking in Open Data;Ja;4;4;0;0;445;0;M1;r. tegen schutbord onder motorkap;1725;;e11*2001/116*0200*02;NHW20(E);NHW20L-AHEEBW(1C);0;0;270;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-02-25T00:00:00.000;2012-07-03T00:00:00.000;2006-02-24T00:00:00.000;2006-02-24T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
77KZG7;Personenauto;TOYOTA;TOYOTA PRIUS;20230312;20100803;;hatchback;5;ZWART;Niet geregistreerd;4;1798;1345;1805;1445;;;20100312;20100312;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;by bodemplaat r. voorzitting;1805;XW3(A);e11*2001/116*0264*00;ZVW30(H);ZVW30L-AHXEBW(1A);0;0;270;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-12T00:00:00.000;2010-08-03T00:00:00.000;2010-03-12T00:00:00.000;2010-03-12T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28490;0;;;;;;;;;;;;;;
38HNN7;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20230226;20100123;5130;stationwagen;5;BLAUW;Niet geregistreerd;4;1598;1320;2035;1420;450;1200;20090226;20090226;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;;e11*2001/116*0222*05;ZNR10(W);ZNR10L-GWMDKW(1F);0;0.06;275;Nee;Nee;Nee;3235;0;2022;Logisch;00;Ja;2023-02-26T00:00:00.000;2010-01-23T00:00:00.000;2009-02-26T00:00:00.000;2009-02-26T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;23035;0;;;;;;;;;;;;;;
RJ399R;Personenauto;TOYOTA;TOYOTA VERSO;20230116;20180120;5868;stationwagen;5;GRIJS;Niet geregistreerd;4;1798;1425;2125;1525;450;1300;20140930;20180120;Geen verstrekking in Open Data;Ja;4;4;0;0;446;0;M1;r. voorzitting;2125;AR2;e11*2001/116*0350*08;ZGR21(WC);ZGR21L-GWXEPW(1J);0;0.07;278;Nee;Nee;Nee;3425;0;2021;Geen oordeel;05;Ja;2023-01-16T00:00:00.000;2018-01-20T00:00:00.000;2014-09-30T00:00:00.000;2018-01-20T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;32738;0;;;;;;;;;;;;;;
08TRRT;Personenauto;TOYOTA;TOYOTA AYGO;20221012;20211217;1102;hatchback;4;ZWART;Niet geregistreerd;3;998;805;1190;905;;;20070110;20070110;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;;e11*2001/116*0236*03;KGB10(H);KGB10L-AHMGKW(1D);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-10-12T00:00:00.000;2021-12-17T00:00:00.000;2007-01-10T00:00:00.000;2007-01-10T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10690;;;;;;;;;;;;;;;
65PNBP;Personenauto;TOYOTA;YARIS;20230218;20211020;2960;hatchback;5;BLAUW;Niet geregistreerd;4;1298;880;1385;980;400;900;20040902;20040902;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1385;;e2*2001/116*0248*06;SCP12(H);SCP12L-CHMRKW(1G);0;0.07;237;Nee;Nee;Nee;2285;0;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2021-10-20T00:00:00.000;2004-09-02T00:00:00.000;2004-09-02T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
KR685V;Personenauto;TOYOTA;TOYOTA AURIS;20221208;20201212;856;MPV;5;GRIJS;Niet geregistreerd;4;1798;1310;1865;1410;345;345;20161111;20161111;Geen verstrekking in Open Data;Ja;4;4;0;0;460;0;M1;onder r. voorzitting;1865;HE15U(A);e11*2007/46*0018*10;ZWE186(W);ZWE186L-DWXGBW(7V);0;0.05;260;Nee;Nee;Nee;2210;0;2021;Logisch;00;Ja;2022-12-08T00:00:00.000;2020-12-12T00:00:00.000;2016-11-11T00:00:00.000;2016-11-11T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;30390;;;;;;;;;;;;;;;
42HPNS;Personenauto;TOYOTA;TOYOTA YARIS;20230106;20121207;3122;hatchback;5;GROEN;Niet geregistreerd;4;1299;885;1350;985;400;900;20011012;20011012;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1350;;e6*98/14*0064*05;NCP10(H);NCP10L-AHMGKW(1F);1;0.06;237;Nee;Nee;Nee;2250;0;2021;Logisch;00;Ja;2023-01-06T00:00:00.000;2012-12-07T00:00:00.000;2001-10-12T00:00:00.000;2001-10-12T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
45KVR6;Personenauto;TOYOTA;TOYOTA AYGO;20230306;20100306;;hatchback;4;GRIJS;Niet geregistreerd;3;998;815;1190;915;;;20100306;20100306;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHGGKW(1H);1;0.05;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-06T00:00:00.000;2010-03-06T00:00:00.000;2010-03-06T00:00:00.000;2010-03-06T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11665;;;;;;;;;;;;;;;
77PDSB;Personenauto;TOYOTA;TOYOTA RAV4;20230103;20200404;6996;MPV;5;GROEN;Niet geregistreerd;4;1794;1155;1730;1255;500;1000;20040519;20040519;Geen verstrekking in Open Data;Ja;5;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1730;;e6*2001/116*0070*04;ZCA26(W);ZCA26L-AWMNKW(1E);0;0.07;249;Nee;Nee;Nee;2730;0;2021;Geen oordeel;07;Ja;2023-01-03T00:00:00.000;2020-04-04T00:00:00.000;2004-05-19T00:00:00.000;2004-05-19T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
TTNV65;Personenauto;TOYOTA;TOYOTA STARLET;20221228;20140214;2643;hatchback;5;GRIJS;Niet geregistreerd;4;1332;850;1370;950;400;900;19980727;19980727;Geen verstrekking in Open Data;Ja;2;4;0;0;374;0;M1;midden tegen schutbord onder motorkap;1370;;e6*93/81*0020*01;EP91(G);EP91L-AGHNKW(11);1;0.06;230;Nee;Nee;Nee;2270;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2014-02-14T00:00:00.000;1998-07-27T00:00:00.000;1998-07-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
68TZNR;Personenauto;TOYOTA;TOYOTA COROLLA VERSO;20230131;20130202;6840;stationwagen;5;ZWART;Niet geregistreerd;4;1794;1330;2035;1430;450;1300;20070418;20070418;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;2035;;e11*2001/116*0222*04;ZNR20(W);ZNR11L-GWMEKW(1E);0;0.07;275;Nee;Nee;Nee;3335;0;2021;Logisch;00;Ja;2023-01-31T00:00:00.000;2013-02-02T00:00:00.000;2007-04-18T00:00:00.000;2007-04-18T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;28549;;;;;;;;;;;;;;;
VS369R;Bedrijfsauto;TOYOTA;PROACE;20221229;20151229;8005;gesloten opbouw;3;N.v.t.;N.v.t.;4;1560;1655;2880;1755;750;;20151229;20151229;Geen verstrekking in Open Data;Ja;3;4;0;0;0;190;N1;in motorruimte a.;2880;X;e2*2007/46*0388*05;U9HM;MDX931L-LPMSPW(1F);0;0.04;312;Nee;Nee;Nee;4333;0;2021;Logisch;00;Ja;2022-12-29T00:00:00.000;2015-12-29T00:00:00.000;2015-12-29T00:00:00.000;2015-12-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;32822;0;;;;1225;1453;;;;;;;;;
KL877R;Personenauto;TOYOTA;TOYOTA AYGO;20230104;20161104;;hatchback;4;WIT;Niet geregistreerd;3;998;805;1190;905;;;20100317;20161104;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;0.06;234;Nee;Ja;Nee;0;0;2021;Geen oordeel;05;Ja;2023-01-04T00:00:00.000;2016-11-04T00:00:00.000;2010-03-17T00:00:00.000;2016-11-04T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9965;;;;;;;;;;;;;;;
32JPZF;Personenauto;TOYOTA;YARIS;20230121;20130208;2672;hatchback;5;WIT;Niet geregistreerd;4;1298;870;1365;970;400;900;20020705;20020705;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1365;;e2*98/14*0248*02;SCP12(H);SCP12L-CHMNKW(1C);0;0.07;237;Nee;Ja;Nee;2265;0;2021;Logisch;00;Ja;2023-01-21T00:00:00.000;2013-02-08T00:00:00.000;2002-07-05T00:00:00.000;2002-07-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
31NNVH;Personenauto;TOYOTA;YARIS;20221221;20211222;2995;hatchback;5;BLAUW;Niet geregistreerd;4;1298;880;1385;980;400;900;20040105;20040105;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;1385;;e2*2001/116*0248*05;SCP12(H);SCP12L-CHMRKW(1F);0;0.07;237;Nee;Nee;Nee;2285;0;2021;Logisch;00;Ja;2022-12-21T00:00:00.000;2021-12-22T00:00:00.000;2004-01-05T00:00:00.000;2004-01-05T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
HV996G;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20231231;20151231;667;MPV;5;BRUIN;Niet geregistreerd;4;1497;1070;1565;1170;;;20151231;20151231;Geen verstrekking in Open Data;Ja;4;4;0;0;395;0;M1;onder r. voorzitting;1565;XP13M(A);e11*2007/46*0152*07;NHP13(MH);NHP130L-CHXGBW(3H);0;0.05;251;Nee;Ja;Nee;1565;0;2021;Logisch;00;Ja;2023-12-31T00:00:00.000;2015-12-31T00:00:00.000;2015-12-31T00:00:00.000;2015-12-31T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;22640;;;;;;;;;;;;;;;
92PPN9;Personenauto;TOYOTA;TOYOTA AYGO;20230303;20110303;;hatchback;4;ZWART;Niet geregistreerd;3;998;780;1190;880;;;20110303;20110303;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*08;KGB10(H);KGB10L-AHMRKW(3J);1;0.06;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-03-03T00:00:00.000;2011-03-03T00:00:00.000;2011-03-03T00:00:00.000;2011-03-03T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9505;;;;;;;;;;;;;;;
