kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;catalogusprijs;maximum_ondersteunende_snelheid;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;laadvermogen;aanhangwagen_middenas_geremd;aanhangwagen_autonoom_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;subcategorie_nederland
NP678K;Personenauto;TOYOTA;TOYOTA YARIS;20230331;20190801;1759;MPV;5;BLAUW;Niet geregistreerd;3;998;955;1450;1055;520;730;20170331;20170331;Geen verstrekking in Open Data;Ja;4;4;0;0;395;0;M1;onder r. voorzitting;1450;XP13M(A);e11*2007/46*0152*09;KSP13(MH);KSP130L-CHMNKW(4K);0;0.05;251;Nee;Nee;Nee;2180;0;2021;Logisch;00;Ja;2023-03-31T00:00:00.000;2019-08-01T00:00:00.000;2017-03-31T00:00:00.000;2017-03-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;17530;0;;;;;;;;;;;;;;
68ZNS7;Personenauto;TOYOTA;TOYOTA AYGO;20230121;20170111;;hatchback;4;ZWART;Niet geregistreerd;3;998;780;1190;880;;;20130108;20130108;Geen verstrekking in Open Data;Ja;4;4;0;0;343;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*09;KGB10(H);KGB10L-AHMRKW(3K);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-21T00:00:00.000;2017-01-11T00:00:00.000;2013-01-08T00:00:00.000;2013-01-08T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10075;;;;;;;;;;;;;;;
RL968X;Personenauto;TOYOTA;TOYOTA C-HR;20240102;20190812;1231;hatchback;5;ZWART;Niet geregistreerd;4;1798;1395;1860;1495;725;725;20180102;20180102;Geen verstrekking in Open Data;Ja;4;4;0;0;436;0;M1;r. op dwarsbalk;1860;AX1T(EU,M);e11*2007/46*3641*00;ZYX10(H);ZYX10L-AHXEBW(3A);0;0.05;264;Nee;Nee;Nee;2585;0;2021;Logisch;00;Ja;2024-01-02T00:00:00.000;2019-08-12T00:00:00.000;2018-01-02T00:00:00.000;2018-01-02T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;35260;0;;;;;;;;;;;;;;
89ZNPS;Personenauto;TOYOTA;TOYOTA AYGO;20230410;20220216;617;hatchback;4;BLAUW;Niet geregistreerd;3;998;805;1190;905;;;20080410;20080410;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*05;KGB10(H);KGB10L-AHMGKW(1F);0;0.06;234;Nee;Nee;Nee;0;0;2022;Logisch;00;Ja;2023-04-10T00:00:00.000;2022-02-16T00:00:00.000;2008-04-10T00:00:00.000;2008-04-10T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10349;;;;;;;;;;;;;;;
84HVDH;Personenauto;TOYOTA;TOYOTA YARIS;20230103;20211211;2741;hatchback;5;BLAUW;Niet geregistreerd;4;1299;870;1350;970;400;900;20020102;20020102;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1350;;e6*98/14*0064*05;NCP10(H);NCP10L-AHMNKW(1F);1;0.06;237;Nee;Nee;Nee;2250;0;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2021-12-11T00:00:00.000;2002-01-02T00:00:00.000;2002-01-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
43LVF8;Personenauto;TOYOTA;TOYOTA AYGO;20230226;20150227;;hatchback;4;BLAUW;Niet geregistreerd;3;998;780;1190;880;;;20100702;20100702;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMRKW(1H);1;0.06;234;Nee;Nee;Nee;0;0;2022;Onlogisch;04;Ja;2023-02-26T00:00:00.000;2015-02-27T00:00:00.000;2010-07-02T00:00:00.000;2010-07-02T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9790;;;;;;;;;;;;;;;
NT799G;Personenauto;TOYOTA;TOYOTA AYGO;20230628;20220216;1297;hatchback;4;ROOD;Niet geregistreerd;3;998;815;1240;915;;;20170420;20170420;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;r. voorste dwarsbalk;1240;AB1;e11*2001/116*0236*13;KGB40(H);KGB40L-AHMRKW(1P);0;0.06;234;Nee;Nee;Nee;1240;0;2022;Logisch;00;Ja;2023-06-28T00:00:00.000;2022-02-16T00:00:00.000;2017-04-20T00:00:00.000;2017-04-20T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12645;0;;;;;;;;;;;;;;
GX694B;Personenauto;TOYOTA;TOYOTA YARIS HYBRID;20230608;20211222;625;MPV;5;ZWART;Niet geregistreerd;4;1497;1060;1565;1160;;;20150907;20150907;Geen verstrekking in Open Data;Ja;4;4;0;0;395;0;M1;r. voorzitting;1565;XP13M(A);e11*2007/46*0152*08;NHP13(MH);NHP130L-CHXNBW(1J);0;0.01;251;Nee;Nee;Nee;1565;0;2021;Logisch;00;Ja;2023-06-08T00:00:00.000;2021-12-22T00:00:00.000;2015-09-07T00:00:00.000;2015-09-07T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;21090;;;;;;;;;;;;;;;
90XZDZ;Personenauto;TOYOTA;TOYOTA AYGO;20221124;20211219;716;hatchback;4;ROOD;Niet geregistreerd;3;998;780;1190;880;;;20071115;20071115;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;;e11*2001/116*0236*04;KGB10(H);KGB10L-AHMRKW(1E);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-11-24T00:00:00.000;2021-12-19T00:00:00.000;2007-11-15T00:00:00.000;2007-11-15T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;9289;;;;;;;;;;;;;;;
VG077Z;Bedrijfsauto;TOYOTA;HILUX 4WD;20221231;20140124;11779;pick-up truck;2;N.v.t.;N.v.t.;4;2982;2030;2760;2130;750;;20091116;20140124;Geen verstrekking in Open Data;Ja;;4;;;;184;N1;r. balk by achteras;2760;;;;;;0.06;310;Nee;Nee;Nee;6260;;2021;Geen oordeel;05;Ja;2022-12-31T00:00:00.000;2014-01-24T00:00:00.000;2009-11-16T00:00:00.000;2014-01-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;730;3500;3500;;;;;;;;
RP570D;Personenauto;TOYOTA;TOYOTA C-HR;20240109;20190426;1231;hatchback;5;ZWART;Niet geregistreerd;4;1798;1395;1860;1495;725;725;20180109;20180109;Geen verstrekking in Open Data;Ja;4;4;0;0;436;0;M1;r. op dwarsbalk;1860;AX1T(EU,M);e11*2007/46*3641*00;ZYX10(H);ZYX10L-AHXGBW(3A);0;0.05;264;Nee;Nee;Nee;2585;0;2021;Logisch;00;Ja;2024-01-09T00:00:00.000;2019-04-26T00:00:00.000;2018-01-09T00:00:00.000;2018-01-09T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;34465;0;;;;;;;;;;;;;;
3XBG22;Personenauto;TOYOTA;TOYOTA AURIS;20230115;20200128;;MPV;5;BLAUW;Niet geregistreerd;4;1798;1310;1815;1410;345;345;20140627;20140627;Geen verstrekking in Open Data;Ja;4;4;0;0;456;0;M1;by bodemplaat r. voorzitting;1815;HE15U(A);e11*2007/46*0018*07;ZWE186(W);ZWE186L-DWXNBW(CS);0;0.01;260;Nee;Nee;Nee;2160;0;2021;Logisch;00;Ja;2023-01-15T00:00:00.000;2020-01-28T00:00:00.000;2014-06-27T00:00:00.000;2014-06-27T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;26225;0;;;;;;;;;;;;;;
62PFT4;Personenauto;TOYOTA;TOYOTA YARIS;20230119;20200120;1651;MPV;5;BLAUW;Niet geregistreerd;4;1329;1015;1480;1115;550;750;20110119;20110119;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*05;NSP90(H);NSP90L-CHLGKW(1F);0;0.07;246;Nee;Nee;Nee;2230;0;2021;Logisch;00;Ja;2023-01-19T00:00:00.000;2020-01-20T00:00:00.000;2011-01-19T00:00:00.000;2011-01-19T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16846;0;;;;;;;;;;;;;;
05KLP8;Personenauto;TOYOTA;TOYOTA AYGO;20230102;20131231;;hatchback;4;ZWART;Niet geregistreerd;3;998;805;1190;905;;;20100102;20100102;Geen verstrekking in Open Data;Ja;4;4;0;0;342;0;M1;r. op bodemplaat by voorzitting;1190;AB1;e11*2001/116*0236*07;KGB10(H);KGB10L-AHMGKW(1H);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2013-12-31T00:00:00.000;2010-01-02T00:00:00.000;2010-01-02T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11014;;;;;;;;;;;;;;;
70LFX9;Personenauto;TOYOTA;TOYOTA YARIS;20230312;20210703;1854;hatchback;5;GRIJS;Niet geregistreerd;4;1329;1025;1480;1125;547;900;20090312;20100422;Geen verstrekking in Open Data;Ja;4;4;0;0;379;0;M1;r. bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*03;NSP90(H);NSP90L-CHFGKW(3D);0;0.07;246;Nee;Nee;Nee;2380;0;2022;Geen oordeel;05;Ja;2023-03-12T00:00:00.000;2021-07-03T00:00:00.000;2009-03-12T00:00:00.000;2010-04-22T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;;;;;;;;
10ZLGL;Personenauto;TOYOTA;TOYOTA RAV4;20230102;20190104;8878;MPV;5;GRIJS;Niet geregistreerd;4;1998;1440;2070;1540;750;2000;20080404;20080404;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;op bodemplaat onder r. voorzitting;2070;XA3(A);e6*2001/116*0105*02;ACA30(W);ACA30L-AWMGKW(1C);0;0.07;256;Nee;Nee;Nee;4070;0;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2019-01-04T00:00:00.000;2008-04-04T00:00:00.000;2008-04-04T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;35661;0;;;;;;;;;;;;;;
2TPG59;Personenauto;TOYOTA;TOYOTA YARIS;20221031;20191102;3360;MPV;5;ZWART;Niet geregistreerd;4;1329;1000;1470;1100;550;900;20140405;20140405;Geen verstrekking in Open Data;Ja;4;4;0;0;389;0;M1;r. voorzitting;1470;XP13M(A);e11*2007/46*0152*06;NSP13F(MH);NSP130L-CHFNKW(1G);0;0.07;251;Nee;Nee;Nee;2370;0;2021;Logisch;00;Ja;2022-10-31T00:00:00.000;2019-11-02T00:00:00.000;2014-04-05T00:00:00.000;2014-04-05T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;17820;0;;;;;;;;;;;;;;
41TPHZ;Personenauto;TOYOTA;TOYOTA YARIS;20230122;20161222;3464;MPV;5;GRIJS;Niet geregistreerd;4;1298;995;1480;1095;547;900;20070112;20070112;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;;e11*2001/116*0249*00;SCP90(H);SCP90L-CHMGKW(1A);0;0.06;246;Nee;Nee;Nee;2380;0;2021;Logisch;00;Ja;2023-01-22T00:00:00.000;2016-12-22T00:00:00.000;2007-01-12T00:00:00.000;2007-01-12T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16640;;;;;;;;;;;;;;;
10TFJ5;Personenauto;TOYOTA;TOYOTA VERSO-S;20230117;20140508;1966;MPV;5;GRIJS;Niet geregistreerd;4;1329;1060;1550;1160;550;800;20120117;20120117;Geen verstrekking in Open Data;Ja;4;4;0;0;399;0;M1;r. onder voorzitting;1550;XP12(A);e11*2007/46*0020*02;NSP120(HC);NSP120L-CHXGKW(2C);0;0.06;255;Nee;Nee;Nee;2350;0;2021;Logisch;00;Ja;2023-01-17T00:00:00.000;2014-05-08T00:00:00.000;2012-01-17T00:00:00.000;2012-01-17T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20816;0;;;;;;;;;;;;;;
KV272T;Personenauto;TOYOTA;TOYOTA AYGO;20230211;20211222;1891;hatchback;4;GRIJS;Niet geregistreerd;3;998;835;1240;935;;;20170209;20170209;Geen verstrekking in Open Data;Ja;2;4;0;0;346;0;M1;onder r. voorzitting;1240;AB1;e11*2001/116*0236*12;KGB40(G);KGB40L-AGGGKW(1N);0;0.05;234;Nee;Nee;Nee;1240;0;2021;Logisch;00;Ja;2023-02-11T00:00:00.000;2021-12-22T00:00:00.000;2017-02-09T00:00:00.000;2017-02-09T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;14545;;;;;;;;;;;;;;;
04JLHK;Personenauto;TOYOTA;TOYOTA YARIS;20230308;20060103;2751;hatchback;5;ZWART;Niet geregistreerd;4;1299;860;1350;960;400;900;20020606;20020606;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1350;;e6*98/14*0064*06;NCP10(G);NCP10L-AGMNKW(1G);0;0.07;237;Nee;Nee;Nee;2250;0;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2006-01-03T00:00:00.000;2002-06-06T00:00:00.000;2002-06-06T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
84XSXV;Personenauto;TOYOTA;TOYOTA YARIS;20230314;20190319;3787;MPV;5;GRIJS;Niet geregistreerd;4;1298;1000;1480;1100;550;750;20070925;20070925;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. op bodemplaat by voorzitting;1480;XP9F(A);e11*2001/116*0249*01;SCP90(H);SCP90L-CHGGKW(1B);0;0.06;246;Nee;Nee;Nee;2230;0;2022;Logisch;00;Ja;2023-03-14T00:00:00.000;2019-03-19T00:00:00.000;2007-09-25T00:00:00.000;2007-09-25T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;17811;;;;;;;;;;;;;;;
05FTXN;Personenauto;TOYOTA;TOYOTA YARIS;20230209;20060126;2168;hatchback;5;BLAUW;Niet geregistreerd;4;998;825;1335;925;400;650;20000714;20000714;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1335;;e6*98/14*0064*03;SCP10(G);SCP10L-AGMRKW(1D);1;0.05;237;Nee;Nee;Nee;1985;0;2021;Logisch;00;Ja;2023-02-09T00:00:00.000;2006-01-26T00:00:00.000;2000-07-14T00:00:00.000;2000-07-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
7XXP94;Personenauto;TOYOTA;TOYOTA AYGO;20221124;20211218;;hatchback;4;WIT;Niet geregistreerd;3;998;830;1240;930;;;20141124;20141124;Geen verstrekking in Open Data;Ja;4;4;0;0;346;0;M1;r. op bodemplaat by voorzitting;1240;AB1;e11*2001/116*0236*11;KGB40(H);KGB40L-AHMGKW(1M);0;0.05;234;Nee;Nee;Nee;1240;0;2021;Logisch;00;Ja;2022-11-24T00:00:00.000;2021-12-18T00:00:00.000;2014-11-24T00:00:00.000;2014-11-24T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12240;0;;;;;;;;;;;;;;
PDXX05;Personenauto;TOYOTA;STARLET;20220920;20211222;1963;hatchback;;ROOD;Niet geregistreerd;4;;805;1345;905;400;900;19960613;19960613;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;midden tegen schutbord onder motorkap;1345;;e6*93/81*0020*00;EP91(G);EP91L-AGMNKW(2);1;0;230;Nee;Nee;Nee;2245;0;2021;Logisch;00;Ja;2022-09-20T00:00:00.000;2021-12-22T00:00:00.000;1996-06-13T00:00:00.000;1996-06-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
09TSNS;Personenauto;TOYOTA;TOYOTA AYGO;20230116;20210410;1570;hatchback;4;GRIJS;Niet geregistreerd;3;998;805;1190;905;;;20070109;20070109;Geen verstrekking in Open Data;Ja;4;4;0;0;341;0;M1;r. op bodemplaat by voorzitting;1190;;e11*2001/116*0236*03;KGB10(H);KGB10L-AHMGKW(1D);0;0.06;234;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-16T00:00:00.000;2021-04-10T00:00:00.000;2007-01-09T00:00:00.000;2007-01-09T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;12390;;;;;;;;;;;;;;;
42DVGP;Personenauto;TOYOTA;TOYOTA CELICA;20221222;20211013;6260;coupe;4;BLAUW;Niet geregistreerd;4;1794;1075;1565;1175;585;1200;20000103;20000103;Geen verstrekking in Open Data;Nee;2;4;0;0;434;0;M1;midden tegen schutbord onder motorkap;1565;;e11*98/14*0122*00;ZZT230;ZZT230L-BLFGHW(1A);0;0.09;260;Nee;Nee;Nee;2765;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2021-10-13T00:00:00.000;2000-01-03T00:00:00.000;2000-01-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;
07NRJJ;Personenauto;TOYOTA;TOYOTA RAV4;20230103;20210313;7485;MPV;4;ZWART;Niet geregistreerd;4;1998;1185;1685;1285;640;1500;20040109;20040109;Geen verstrekking in Open Data;Ja;3;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1685;;e6*2001/116*0070*04;ACA20(Z);ACA20L-AZMNKW(2E);0;0.09;228;Nee;Nee;Nee;3185;0;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2021-03-13T00:00:00.000;2004-01-09T00:00:00.000;2004-01-09T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;0;;;;;;;;;;;;;
9TRF11;Personenauto;TOYOTA;TOYOTA YARIS;20220411;20140820;659;MPV;5;GRIJS;Niet geregistreerd;3;998;945;1430;1045;522;750;20130411;20140820;Geen verstrekking in Open Data;Ja;4;4;0;0;389;0;M1;r. voorzitting;1430;XP13M(A);e11*2007/46*0152*04;KSP13F(MH);KSP130L-CHMRKW(1E);0;0.05;251;Nee;Nee;Nee;2180;0;2021;Geen oordeel;05;Ja;2022-04-11T00:00:00.000;2014-08-20T00:00:00.000;2013-04-11T00:00:00.000;2014-08-20T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;16063;0;0;;;;;;;;;;;;;
37KNV7;Personenauto;TOYOTA;TOYOTA AVENSIS;20230108;20130930;7808;MPV;5;ZWART;Niet geregistreerd;4;1987;1450;2050;1550;500;1800;20100108;20100108;Geen verstrekking in Open Data;Ja;4;4;0;0;0;0;M1;r. bodemplaat by voorzitting;2050;T27;e11*2001/116*0331*02;ZRT272(W);ZRT272L-AWXGPW(2C);1;0.07;270;Nee;Nee;Nee;3850;0;2021;Logisch;00;Ja;2023-01-08T00:00:00.000;2013-09-30T00:00:00.000;2010-01-08T00:00:00.000;2010-01-08T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;39194;;;;;;;;;;;;;;;
