kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;type;laadvermogen;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;aanhangwagen_autonoom_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt
HH809G;Personenauto;OPEL;CORSA-C;20221213;20211221;2184;hatchback;5;GRIJS;Niet geregistreerd;4;1199;910;1455;1010;450;950;20001110;20151102;Geen verstrekking in Open Data;;Ja;2;4;;;;;M1;by r. voorzitting;1455;;;;;0.05;250;Nee;Nee;Nee;;;2021;Geen oordeel;05;Ja;2022-12-13T00:00:00.000;2021-12-21T00:00:00.000;2000-11-10T00:00:00.000;2015-11-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
V284SN;Bedrijfsauto;OPEL;VIVARO-B;20221223;20201201;9037;gesloten opbouw;3;N.v.t.;N.v.t.;4;1598;1725;3030;1825;750;;20181009;20181009;Geen verstrekking in Open Data;37167;Ja;0;4;0;0;540;196;N1;;3030;e1*2007/46*0575*21;F218;AF40B3;0;0.04;350;Nee;Nee;Nee;5030;0;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2020-12-01T00:00:00.000;2018-10-09T00:00:00.000;2018-10-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1305;2000;0;;;;;;;;;;;
22HJLP;Personenauto;OPEL;AGILA;20221223;20191118;1403;MPV;4;BLAUW;Niet geregistreerd;3;973;915;1355;1015;350;650;20010725;20010725;Geen verstrekking in Open Data;;Ja;4;4;0;0;350;0;M1;r. tegen schutbord onder motorkap;1355;e1*98/14*0141*04;AA11;1A03A1AABA4;0;0.04;236;Nee;Nee;Nee;1975;0;2021;Onlogisch;04;Ja;2022-12-23T00:00:00.000;2019-11-18T00:00:00.000;2001-07-25T00:00:00.000;2001-07-25T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
XD269B;Personenauto;OPEL;ZAFIRA B 20TH;20221223;20200108;2315;stationwagen;7;ZWART;Niet geregistreerd;4;1998;1574;2200;1674;750;1575;20060619;20181129;Geen verstrekking in Open Data;;Ja;4;4;;;;;M1;;2200;;;;;0.11;272;Nee;Nee;Nee;3775;;2021;Geen oordeel;05;Ja;2022-12-23T00:00:00.000;2020-01-08T00:00:00.000;2006-06-19T00:00:00.000;2018-11-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;ZAFIRA B;;;;;;;;;;;;;;
9TTB32;Personenauto;OPEL;MERIVA;20230103;20200116;4158;MPV;5;ZWART;Niet geregistreerd;4;1364;1293;1930;1393;680;1150;20140503;20140503;Geen verstrekking in Open Data;26069;Ja;5;4;0;0;430;0;M1;r. voorzitting;1930;e4*2007/46*0165*08;EADNC11;BX1H4EKTA5;0;0.06;264;Nee;Nee;Nee;3100;0;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2020-01-16T00:00:00.000;2014-05-03T00:00:00.000;2014-05-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D/ MONOCAB B;;;;;;;;;;;;;;
9XVP96;Personenauto;OPEL;CORSA;20221111;20180110;3045;MPV;5;ZWART;Niet geregistreerd;4;1398;1063;1640;1163;500;1000;20141111;20141111;Geen verstrekking in Open Data;17180;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1640;e1*2001/116*0379*28;PR11;5AACB9Y0DKA5;0;0.06;251;Nee;Nee;Nee;2590;0;2021;Logisch;00;Ja;2022-11-11T00:00:00.000;2018-01-10T00:00:00.000;2014-11-11T00:00:00.000;2014-11-11T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
62PRX8;Personenauto;OPEL;ASTRA;20230113;20140305;3831;MPV;5;WIT;Niet geregistreerd;4;1364;1293;1935;1393;680;1300;20110319;20110319;Geen verstrekking in Open Data;22345;Ja;4;4;0;0;0;0;M1;by bodemplaat r. voorzitting;1935;e1*2007/46*0141*08;BU11;1AABAFALFMA5;0;0.06;269;Nee;Nee;Nee;3295;0;2021;Logisch;00;Ja;2023-01-13T00:00:00.000;2014-03-05T00:00:00.000;2011-03-19T00:00:00.000;2011-03-19T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;P-J;;;0;;;;;;;;;;;
TG219K;Personenauto;OPEL;GRANDLAND X;20220726;20220218;4718;MPV;5;ZWART;Niet geregistreerd;3;1199;1253;1910;1353;670;1400;20180726;20180726;Geen verstrekking in Open Data;34400;Ja;4;4;0;0;448;0;M1;;1910;e2*2007/46*0597*03;R;HNYH-C1F000;0;0.07;268;Nee;Nee;Nee;3310;0;2022;Logisch;00;Ja;2022-07-26T00:00:00.000;2022-02-18T00:00:00.000;2018-07-26T00:00:00.000;2018-07-26T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;Z;;;0;;;;;;;;;;;
90KHH3;Personenauto;OPEL;INSIGNIA SPORTS TOURER;20221223;20190320;6481;stationwagen;5;GRIJS;Niet geregistreerd;4;1796;1513;2170;1613;750;1350;20091126;20091126;Geen verstrekking in Open Data;31735;Ja;4;4;0;0;491;0;M1;r. schutbord;2170;e1*2001/116*0475*03;FC11;1A02C2BBFGE5;0;0.06;274;Nee;Nee;Nee;3505;0;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2019-03-20T00:00:00.000;2009-11-26T00:00:00.000;2009-11-26T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0G-A;;;;;;;;;;;;;;
01LFLG;Personenauto;OPEL;CORSA-C;20221223;20211104;2917;hatchback;5;GRIJS;Niet geregistreerd;4;1389;953;1520;1053;450;1000;20021210;20021210;Geen verstrekking in Open Data;;Ja;2;4;0;0;382;0;M1;op bodemplaat by r. voorzitting;1520;e1*98/14*0148*05;AC11;1A03A5EADC5;0;0.06;249;Nee;Nee;Nee;2535;0;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2021-11-04T00:00:00.000;2002-12-10T00:00:00.000;2002-12-10T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
NG059P;Personenauto;OPEL;ASTRA;20230120;20170120;3291;hatchback;5;ZWART;Niet geregistreerd;4;1598;1235;1850;1335;650;1400;20170120;20170120;Geen verstrekking in Open Data;27026;Ja;5;4;0;0;0;0;M1;in bodemplaat r. v.;1850;e4*2007/46*0996*06;CA0FDBB12;BA1F4FBBA5;0;0.06;266;Nee;Nee;Nee;3250;0;2021;Logisch;00;Ja;2023-01-20T00:00:00.000;2017-01-20T00:00:00.000;2017-01-20T00:00:00.000;2017-01-20T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;B-K;;;0;;;;;;;;;;;
12PKVK;Personenauto;OPEL;ZAFIRA-A;20230128;20190117;4991;stationwagen;7;BLAUW;Niet geregistreerd;4;1598;1293;1970;1393;600;1100;20040810;20040810;Geen verstrekking in Open Data;;Ja;4;4;0;0;432;0;M1;op bodemplaat by r. voorzitting;1970;e1*98/14*0110*16;HD11;2A06AK22BCB7;0;0.05;269;Nee;Nee;Nee;3115;0;2021;Logisch;00;Ja;2023-01-28T00:00:00.000;2019-01-17T00:00:00.000;2004-08-10T00:00:00.000;2004-08-10T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
VR571V;Bedrijfsauto;OPEL;COMBO VAN;20221228;20151022;6489;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1345;2370;1445;500;;20120822;20151022;Geen verstrekking in Open Data;19953;Ja;0;4;0;0;0;183;N1;by bodemplaat r. voorzitting;2370;e3*2007/46*0076*02;WXD1B;A8U;0;0.05;311;Nee;Nee;Nee;3500;0;2021;Geen oordeel;05;Ja;2022-12-28T00:00:00.000;2015-10-22T00:00:00.000;2012-08-22T00:00:00.000;2015-10-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;COMBO-D-VAN;1025;1300;0;1300;0;;;;;;;;;
1VKR43;Bedrijfsauto;OPEL;COMBO-C-VAN Z13DTJ-DPF AC;20221228;20180209;4836;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1210;1710;1310;550;;20101130;20101130;Geen verstrekking in Open Data;20246;Ja;0;4;0;0;0;168;N1;op bodemplaat by r. voorzitting;1710;;;;0;0.04;272;Nee;Nee;Nee;2710;;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2018-02-09T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;500;1000;;1000;;;;;;;;;;
HS386T;Personenauto;OPEL;KARL / VIVA;20240121;20201224;1840;hatchback;5;WIT;Niet geregistreerd;3;999;839;1353;939;;;20160121;20160121;Geen verstrekking in Open Data;11690;Ja;5;4;0;0;368;0;M1;in motorruimte a.;1353;e4*2007/46*0957*03;DHXXFXX;B11PA5AYAA2A;0;0.06;239;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2024-01-21T00:00:00.000;2020-12-24T00:00:00.000;2016-01-21T00:00:00.000;2016-01-21T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;D-A;;;;;;;;;;;;;;
77BLSP;Bedrijfsauto;OPEL;VIVARO 1.9DI 2.7T L1H1;20221229;20180102;;gesloten opbouw;3;N.v.t.;N.v.t.;4;1870;1680;2700;1780;750;2000;20040227;20040227;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;190;N1;tegen deurdorpel by r. voorzitting;2700;;;;0;0.03;310;Nee;Nee;Nee;4700;;2021;Logisch;00;Ja;2022-12-29T00:00:00.000;2018-01-02T00:00:00.000;2004-02-27T00:00:00.000;2004-02-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;1020;2000;;2000;;;;;;;;;;
97HGRV;Personenauto;OPEL;ASTRA-G-CC;20230325;20200113;3773;hatchback;5;BLAUW;Niet geregistreerd;4;1598;1105;1670;1205;570;1150;20010629;20010629;Geen verstrekking in Open Data;;Ja;4;4;0;0;411;0;M1;op bodemplaat by r. voorzitting;1670;e1*98/14*0086*10;DS11;2A25BT37FDH5;1;0.06;261;Nee;Nee;Nee;2820;0;2022;Logisch;00;Ja;2023-03-25T00:00:00.000;2020-01-13T00:00:00.000;2001-06-29T00:00:00.000;2001-06-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
57PTKB;Personenauto;OPEL;ZAFIRA-A;20230102;20190119;5067;stationwagen;7;BLAUW;Niet geregistreerd;4;1598;1293;1970;1393;600;1100;20041119;20041119;Geen verstrekking in Open Data;;Ja;4;4;0;0;432;0;M1;op bodemplaat by r. voorzitting;1970;e1*98/14*0110*17;HD11;2A06AK22BCB7;0;0.05;269;Nee;Nee;Nee;3115;0;2021;Geen oordeel;07;Ja;2023-01-02T00:00:00.000;2019-01-19T00:00:00.000;2004-11-19T00:00:00.000;2004-11-19T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
17PBNH;Personenauto;OPEL;MERIVA-A;20230220;20191221;3878;MPV;5;GRIJS;Niet geregistreerd;4;1598;1250;1830;1350;675;1200;20040421;20040421;Geen verstrekking in Open Data;;Ja;4;4;0;0;404;0;M1;op bodemplaat by r. voorzitting;1830;e1*2001/116*0215*03;BA11;1A01A2BBAD5;0;0.05;263;Nee;Nee;Nee;2830;0;2022;Logisch;00;Ja;2023-02-20T00:00:00.000;2019-12-21T00:00:00.000;2004-04-21T00:00:00.000;2004-04-21T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
49VHJ1;Bedrijfsauto;OPEL;COMBO-C-VAN Z13DTJ-DPF AC;20220502;20211218;5947;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1210;1710;1310;550;;20070709;20070709;Geen verstrekking in Open Data;;Nee;0;4;0;0;0;168;N1;op bodemplaat by r. voorzitting;1710;;;;0;0.04;272;Nee;Nee;Nee;2710;;2021;Logisch;00;Ja;2022-05-02T00:00:00.000;2021-12-18T00:00:00.000;2007-07-09T00:00:00.000;2007-07-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;500;1000;;1000;;;;;;;;;;
23JDRV;Personenauto;OPEL;ZAFIRA-A;20220908;20210604;4749;stationwagen;7;GRIJS;Niet geregistreerd;4;1598;1293;1970;1393;600;1100;20020222;20020222;Geen verstrekking in Open Data;;Ja;4;4;0;0;432;0;M1;op bodemplaat by r. voorzitting;1970;e1*98/14*0110*10;HD11;2A06AK22BCB7;0;0.05;269;Nee;Nee;Nee;3115;0;2021;Logisch;00;Ja;2022-09-08T00:00:00.000;2021-06-04T00:00:00.000;2002-02-22T00:00:00.000;2002-02-22T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
37TDZD;Personenauto;OPEL;AGILA;20230104;20160104;2982;MPV;5;GRIJS;Niet geregistreerd;4;1229;955;1450;1055;350;650;20060724;20060724;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. tegen schutbord onder motorkap;1450;e1*98/14*0141*11;AE11;1A06A4DCDA5;0;0.06;236;Nee;Nee;Nee;2127;0;2021;Logisch;00;Ja;2023-01-04T00:00:00.000;2016-01-04T00:00:00.000;2006-07-24T00:00:00.000;2006-07-24T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
55NXZZ;Personenauto;OPEL;MERIVA-A;20221229;20201229;4372;MPV;5;GRIJS;Niet geregistreerd;4;1598;1275;1855;1375;675;1200;20040330;20040330;Geen verstrekking in Open Data;;Ja;4;4;0;0;404;0;M1;op bodemplaat by r. voorzitting;1855;e1*2001/116*0215*03;BB11;1A02A4CCAF5;0;0.05;263;Nee;Nee;Nee;2855;0;2021;Logisch;00;Ja;2022-12-29T00:00:00.000;2020-12-29T00:00:00.000;2004-03-30T00:00:00.000;2004-03-30T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
2TKS33;Personenauto;OPEL;ADAM;20230109;20200821;3045;hatchback;4;ROOD;Niet geregistreerd;4;1229;986;1470;1086;;;20140311;20140311;Geen verstrekking in Open Data;17769;Ja;2;4;0;0;370;0;M1;op bodemplaat by r. voorzitting;1470;e1*2001/116*0379*26;UM11;4B06E3C4PBR4;0;0.05;231;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2023-01-09T00:00:00.000;2020-08-21T00:00:00.000;2014-03-11T00:00:00.000;2014-03-11T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
42SZK1;Personenauto;OPEL;INSIGNIA LIMOUSINE HB;20230105;20150701;4676;hatchback;5;ZWART;Niet geregistreerd;4;1364;1403;2065;1503;730;1250;20120102;20120102;Geen verstrekking in Open Data;30014;Ja;4;4;0;0;483;0;M1;r. schutbord;2065;e1*2007/46*0374*05;DP11;4AABF8COJGA5;0;0.07;274;Nee;Nee;Nee;3380;0;2021;Logisch;00;Ja;2023-01-05T00:00:00.000;2015-07-01T00:00:00.000;2012-01-02T00:00:00.000;2012-01-02T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0G-A;;;0;;;;;;;;;;;
TH470H;Personenauto;OPEL;CROSSLAND X;20231223;20201224;5274;MPV;5;GRIJS;Niet geregistreerd;3;1199;1178;1805;1278;600;840;20180731;20180731;Geen verstrekking in Open Data;27900;Ja;5;4;0;0;421;0;M1;;1805;e4*2007/46*1194*04;EA0BBBB12;BA1E4XPAZA5;0;0.06;260;Nee;Nee;Nee;2645;0;2021;Logisch;00;Ja;2023-12-23T00:00:00.000;2020-12-24T00:00:00.000;2018-07-31T00:00:00.000;2018-07-31T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;P7 MONOCAB C;;;0;;;;;;;;;;;
NT468Z;Personenauto;OPEL;MOKKA X;20230105;20210108;7441;MPV;5;GRIJS;Niet geregistreerd;4;1364;1294;1828;1394;500;1200;20170428;20170428;Geen verstrekking in Open Data;28929;Ja;4;4;0;0;428;0;M1;in motorruimte a.;1828;e4*2007/46*0537*16;JMXXFXX;M44PFXGYNNB;0;0.07;256;Nee;Nee;Nee;3028;0;2021;Logisch;00;Ja;2023-01-05T00:00:00.000;2021-01-08T00:00:00.000;2017-04-28T00:00:00.000;2017-04-28T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;J-A;;;0;;;;;;;;;;;
79BNFL;Bedrijfsauto;OPEL;COMBO-C-VAN Y1.7DTL AC;20230218;20220214;;gesloten opbouw;2;N.v.t.;N.v.t.;4;1686;1215;1715;1315;450;1000;20040413;20040413;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;168;N1;op bodemplaat by r. voorzitting;1715;;;;0;0.04;272;Nee;Nee;Nee;2615;;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2022-02-14T00:00:00.000;2004-04-13T00:00:00.000;2004-04-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;500;1000;;1000;;;;;;;;;;
87PLR5;Personenauto;OPEL;ASTRA SPORTS TOURER;20230218;20211223;5553;stationwagen;5;WIT;Niet geregistreerd;4;1364;1337;2030;1437;710;1200;20110218;20110218;Geen verstrekking in Open Data;30653;Ja;4;4;0;0;470;0;M1;r. voorzitting;2030;e4*2007/46*0204*00;BC11;1A06A8ANFMC5;0;0.07;269;Nee;Nee;Nee;3280;0;2021;Logisch;00;Ja;2023-02-18T00:00:00.000;2021-12-23T00:00:00.000;2011-02-18T00:00:00.000;2011-02-18T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;P-J/SW;;;0;;;;;;;;;;;
56TPDK;Personenauto;OPEL;ZAFIRA;20230104;20191202;9152;MPV;7;GRIJS;Niet geregistreerd;4;2198;1470;2150;1570;750;1500;20061208;20061208;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;2150;e1*2001/116*0325*03;BC11;1A02A6FCCA7;0;0.07;270;Nee;Nee;Nee;3725;0;2021;Logisch;00;Ja;2023-01-04T00:00:00.000;2019-12-02T00:00:00.000;2006-12-08T00:00:00.000;2006-12-08T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
VT229H;Bedrijfsauto;OPEL;VIVARO-B;20230201;20160201;9804;gesloten opbouw;2;N.v.t.;N.v.t.;4;1598;1685;2980;1785;750;;20160201;20160201;Geen verstrekking in Open Data;40453;Ja;0;4;0;0;540;196;N1;tussen r. voorzitting en deurdorpel;2980;e1*2007/46*0575*15;2319;SFARB2;0;0.05;350;Nee;Nee;Nee;4980;0;2021;Logisch;00;Ja;2023-02-01T00:00:00.000;2016-02-01T00:00:00.000;2016-02-01T00:00:00.000;2016-02-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1295;2000;0;;;;;;;;;;;
