kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_ondersteunende_snelheid;type_gasinstallatie;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;laadvermogen;aanhangwagen_middenas_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;aanhangwagen_autonoom_geremd
XZDH08;Personenauto;SUBARU;IMPREZA;20220525;20190620;5252;sedan;5;BLAUW;Niet geregistreerd;4;1994;1230;1750;1330;500;1200;19990317;19990317;Geen verstrekking in Open Data;;Ja;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1750;;e13*96/79*0026*02;GCT;110;1;0.12;252;Nee;Nee;Nee;2950;0;2021;Logisch;00;Ja;2022-05-25T00:00:00.000;2019-06-20T00:00:00.000;1999-03-17T00:00:00.000;1999-03-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
6ZVB16;Personenauto;SUBARU;LEGACY;20230402;20191016;8416;stationwagen;5;BLAUW;Niet geregistreerd;4;2498;1573;2100;1673;750;2000;20150402;20150402;Geen verstrekking in Open Data;44290;Ja;4;4;0;0;482;0;M1;r. dwarsbalk onder voorzitting;2100;B6;e1*2007/46*1320*00;BS9;C8L;0;0.08;275;Nee;Nee;Nee;4100;0;2021;Logisch;00;Ja;2023-04-02T00:00:00.000;2019-10-16T00:00:00.000;2015-04-02T00:00:00.000;2015-04-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
67XXV3;Personenauto;SUBARU;FORESTER;20220913;20120913;10335;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1465;2015;1565;750;1500;20120913;20120913;Geen verstrekking in Open Data;44789;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*07;SH5;5F0;1;0.07;262;Nee;Nee;Nee;3515;0;2021;Logisch;00;Ja;2022-09-13T00:00:00.000;2012-09-13T00:00:00.000;2012-09-13T00:00:00.000;2012-09-13T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
14HVJ6;Personenauto;SUBARU;FORESTER;20230305;20180622;7685;stationwagen;5;GROEN;Niet geregistreerd;4;1994;1440;2015;1540;750;2000;20090305;20090305;Geen verstrekking in Open Data;33189;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*00;SH5;030;0;0.07;262;Nee;Nee;Nee;4015;0;2022;Logisch;00;Ja;2023-03-05T00:00:00.000;2018-06-22T00:00:00.000;2009-03-05T00:00:00.000;2009-03-05T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
3XGG44;Personenauto;SUBARU;FORESTER;20230406;20181009;7056;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1477;2015;1577;750;2000;20140722;20140722;Geen verstrekking in Open Data;37790;Ja;4;4;0;0;460;0;M1;r. onder voorzitting;2015;SJ;e13*2007/46*1305*01;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2022;Logisch;00;Ja;2023-04-06T00:00:00.000;2018-10-09T00:00:00.000;2014-07-22T00:00:00.000;2014-07-22T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
03ZNSF;Personenauto;SUBARU;JUSTY;20230420;20080419;1801;hatchback;5;GRIJS;Niet geregistreerd;3;998;865;1390;965;350;750;20080419;20080419;Geen verstrekking in Open Data;12894;Ja;4;4;0;0;361;0;M1;r. op schutbord onder motorkap;1390;;e13*03/97*0147*03;M300LF;GMNEW;0;0.05;243;Nee;Nee;Nee;2140;0;2022;Logisch;00;Ja;2023-04-20T00:00:00.000;2008-04-19T00:00:00.000;2008-04-19T00:00:00.000;2008-04-19T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
G976FJ;Personenauto;SUBARU;OUTBACK;20230918;20190918;15651;stationwagen;5;BLAUW;Niet geregistreerd;4;2498;1582;2100;1682;750;2000;20190918;20190918;Geen verstrekking in Open Data;50396;Ja;4;4;0;0;482;0;M1;;2100;B6;e1*2007/46*1320*05;BS9;C8L;0;0.08;275;Nee;Nee;Nee;4100;0;2022;Logisch;00;Ja;2023-09-18T00:00:00.000;2019-09-18T00:00:00.000;2019-09-18T00:00:00.000;2019-09-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;198;;;;;;;
2ZPK14;Personenauto;SUBARU;SUBARU XV;20230220;20150220;7415;stationwagen;5;WIT;Niet geregistreerd;4;1995;1355;1940;1455;650;1200;20150220;20150220;Geen verstrekking in Open Data;31690;Ja;4;4;0;0;445;0;M1;r. bodemplaat by voorzitting;1940;G4;e1*2007/46*0597*04;GX7;5C0;1;0.08;264;Nee;Nee;Nee;3140;0;2021;Logisch;00;Ja;2023-02-20T00:00:00.000;2015-02-20T00:00:00.000;2015-02-20T00:00:00.000;2015-02-20T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
ND157X;Personenauto;SUBARU;LEGACY;20230426;20190914;11796;sedan;5;ZWART;Niet geregistreerd;6;3000;1520;2030;1620;750;2000;20080603;20170124;Geen verstrekking in Open Data;;Ja;4;4;;;;;M1;r. tegen schutbord onder motorkap;2030;;;;;;0.11;267;Nee;Nee;Nee;4030;;2022;Geen oordeel;05;Ja;2023-04-26T00:00:00.000;2019-09-14T00:00:00.000;2008-06-03T00:00:00.000;2017-01-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
PNZN69;Personenauto;SUBARU;VIVIO XLI ECVT;20220919;20120330;1080;hatchback;;ROOD;Niet geregistreerd;4;658;670;1110;770;335;500;19960917;19960917;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1110;;;;;0;0.04;231;Nee;Nee;Nee;1610;;2021;Geen oordeel;01;Ja;2022-09-19T00:00:00.000;2012-03-30T00:00:00.000;1996-09-17T00:00:00.000;1996-09-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
1ZGP29;Personenauto;SUBARU;FORESTER;20230102;20150102;7056;stationwagen;5;GROEN;Niet geregistreerd;4;1995;1477;2015;1577;750;2000;20150102;20150102;Geen verstrekking in Open Data;44790;Ja;4;4;0;0;460;0;M1;r. onder voorzitting;2015;SJ;e13*2007/46*1305*02;SJ5;530;0;0.07;264;Nee;Nee;Nee;4015;0;2020;Logisch;00;Ja;2023-01-02T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;2015-01-02T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
82SPF3;Personenauto;SUBARU;JUSTY;20221113;20111110;1109;hatchback;5;ZWART;Niet geregistreerd;3;998;865;1390;965;350;750;20111110;20111110;Geen verstrekking in Open Data;13290;Ja;4;4;0;0;361;0;M1;r. op schutbord onder motorkap;1390;M3;e13*2001/116*0147*07;M300LF;GMNEW;0;0.05;243;Nee;Nee;Nee;2140;0;2021;Logisch;00;Ja;2022-11-13T00:00:00.000;2011-11-10T00:00:00.000;2011-11-10T00:00:00.000;2011-11-10T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
ZJBD45;Personenauto;SUBARU;IMPREZA;20230307;20070120;5718;sedan;5;GRIJS;Niet geregistreerd;4;1994;1230;1750;1330;500;1200;19990519;19990519;Geen verstrekking in Open Data;;Ja;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1750;;e13*96/79*0026*02;GCT;110;1;0.12;252;Nee;Nee;Nee;2950;0;2022;Logisch;00;Ja;2023-03-07T00:00:00.000;2007-01-20T00:00:00.000;1999-05-19T00:00:00.000;1999-05-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
12XSVP;Personenauto;SUBARU;JUSTY;20230301;20160324;1658;hatchback;5;GRIJS;Niet geregistreerd;3;998;865;1390;965;350;750;20071031;20071031;Geen verstrekking in Open Data;11394;Ja;4;4;0;0;361;0;M1;r. op schutbord onder motorkap;1390;;e13*03/97*0147*03;M300LF;GMNEW;0;0.05;243;Nee;Nee;Nee;2140;0;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2016-03-24T00:00:00.000;2007-10-31T00:00:00.000;2007-10-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
38PDP8;Personenauto;SUBARU;FORESTER;20221219;20191213;8680;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1440;2015;1540;750;2000;20110228;20110228;Geen verstrekking in Open Data;31789;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*05;SH5;0F0;0;0.07;262;Nee;Ja;Nee;4015;0;2021;Logisch;00;Ja;2022-12-19T00:00:00.000;2019-12-13T00:00:00.000;2011-02-28T00:00:00.000;2011-02-28T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
49SNLD;Personenauto;SUBARU;FORESTER;20230223;20170203;11819;stationwagen;5;ZWART;Niet geregistreerd;4;2457;1485;2000;1585;750;2000;20060310;20060310;Geen verstrekking in Open Data;46989;Ja;4;4;0;0;449;0;M1;r. op schutbord onder motorkap;2000;;e13*98/14*0087*03;SG9;550;0;0.11;253;Nee;Nee;Nee;4000;0;2022;Logisch;00;Ja;2023-02-23T00:00:00.000;2017-02-03T00:00:00.000;2006-03-10T00:00:00.000;2006-03-10T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
02DFJZ;Personenauto;SUBARU;IMPREZA;20201203;20201109;6096;sedan;5;BLAUW;Niet geregistreerd;4;1994;1230;1750;1330;500;1200;19990715;19990715;Geen verstrekking in Open Data;;Nee;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1750;;e13*96/79*0026*02;GCT;110;1;0.12;252;Nee;Nee;Nee;2950;0;2019;Logisch;00;Ja;2020-12-03T00:00:00.000;2020-11-09T00:00:00.000;1999-07-15T00:00:00.000;1999-07-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
NF175J;Personenauto;SUBARU;LEGACY;20220504;20200507;10022;stationwagen;5;GRIJS;Niet geregistreerd;4;2498;1573;2100;1673;750;2000;20170123;20170123;Geen verstrekking in Open Data;46890;Ja;4;4;0;0;482;0;M1;in bodemplaat r. v.;2100;B6;e1*2007/46*1320*01;BS9;C8L;0;0.08;275;Nee;Nee;Nee;4100;0;2020;Logisch;00;Ja;2022-05-04T00:00:00.000;2020-05-07T00:00:00.000;2017-01-23T00:00:00.000;2017-01-23T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
10SJG7;Personenauto;SUBARU;SUBARU TREZIA;20221104;20220218;2599;hatchback;5;GRIJS;Niet geregistreerd;4;1329;1045;1505;1145;550;800;20111104;20111104;Geen verstrekking in Open Data;17549;Ja;4;4;0;0;400;0;M1;r. voorzitting;1505;D1(A);e11*2007/46*0021*00;NSP120(HF);NSP120L-FHFXKW(1A);0;0.06;255;Nee;Nee;Nee;2305;0;2022;Logisch;00;Ja;2022-11-04T00:00:00.000;2022-02-18T00:00:00.000;2011-11-04T00:00:00.000;2011-11-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
8KHS26;Personenauto;SUBARU;FORESTER;20220511;20180110;10509;stationwagen;5;WIT;Niet geregistreerd;4;1995;1455;2015;1555;750;2000;20130511;20130511;Geen verstrekking in Open Data;37790;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*07;SH5;0F0;1;0.07;262;Nee;Nee;Nee;4015;0;2021;Logisch;00;Ja;2022-05-11T00:00:00.000;2018-01-10T00:00:00.000;2013-05-11T00:00:00.000;2013-05-11T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
39XZJX;Personenauto;SUBARU;IMPREZA;20230228;20200815;10173;stationwagen;5;WIT;Niet geregistreerd;4;2457;1375;1920;1475;650;1200;20071114;20071114;Geen verstrekking in Open Data;39588;Ja;4;4;0;0;442;0;M1;midden tegen schutbord onder motorkap;1920;;e1*2001/116*0438*00;GHE;0C0;0;0.11;262;Nee;Ja;Nee;3120;0;2022;Logisch;00;Ja;2023-02-28T00:00:00.000;2020-08-15T00:00:00.000;2007-11-14T00:00:00.000;2007-11-14T00:00:00.000;G;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
NPLP84;Personenauto;SUBARU;IMPREZA 2.0 GT 4WD E2;20110225;20160116;7395;stationwagen;;GROEN;Niet geregistreerd;4;1994;1270;1800;1370;500;1200;19960223;19960223;Geen verstrekking in Open Data;;Nee;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1800;;;;;0;0.11;252;Nee;Nee;Nee;3000;;2010;Geen oordeel;07;Ja;2011-02-25T00:00:00.000;2016-01-16T00:00:00.000;1996-02-23T00:00:00.000;1996-02-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
94HGXF;Personenauto;SUBARU;FORESTER;20220910;20090909;6159;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1320;1875;1420;500;1500;20010713;20010713;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1875;;e13*98/14*0029*03;SF5;010;1;0.06;253;Nee;Nee;Nee;3375;0;2021;Logisch;00;Ja;2022-09-10T00:00:00.000;2009-09-09T00:00:00.000;2001-07-13T00:00:00.000;2001-07-13T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
XB428X;Personenauto;SUBARU;LEGACY;20221025;20181128;7113;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1514;1805;1614;;;20011001;20181128;Geen verstrekking in Open Data;;Ja;4;4;;;;;M1;;1805;;;;;;0.12;265;Nee;Nee;Nee;;;2021;Geen oordeel;05;Ja;2022-10-25T00:00:00.000;2018-11-28T00:00:00.000;2001-10-01T00:00:00.000;2018-11-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
80PHXN;Personenauto;SUBARU;LEGACY;20220921;20190806;8086;stationwagen;5;GEEL;GRIJS;4;2457;1455;1960;1555;750;1800;20040709;20040709;Geen verstrekking in Open Data;;Ja;4;4;0;0;473;0;M1;r. tegen schutbord onder motorkap;1960;;e1*2001/116*0228*01;BP9;0D0;0;0.08;267;Nee;Nee;Nee;3760;0;2022;Logisch;00;Ja;2022-09-21T00:00:00.000;2019-08-06T00:00:00.000;2004-07-09T00:00:00.000;2004-07-09T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;G3 gasinstallatie;0;;;;;;;;
TV722T;Personenauto;SUBARU;SUBARU XV;20240223;20200514;7415;stationwagen;5;GRIJS;Niet geregistreerd;4;1995;1415;1940;1515;650;1200;20150302;20190219;Geen verstrekking in Open Data;39486;Ja;4;4;0;0;445;0;M1;;1940;G4;e1*2007/46*0597*05;GX7;5C0;0;0.07;264;Nee;Nee;Nee;3140;0;2022;Geen oordeel;05;Ja;2024-02-23T00:00:00.000;2020-05-14T00:00:00.000;2015-03-02T00:00:00.000;2019-02-19T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
55FFRX;Personenauto;SUBARU;FORESTER;20131022;20131024;5599;stationwagen;5;ZWART;GRIJS;4;1994;1305;1860;1405;500;1500;20000229;20000229;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. tegen schutbord onder motorkap;1860;;e13*96/79*0029*01;SF5;010;1;0.07;253;Nee;Nee;Nee;3360;0;2013;Geen oordeel;07;Ja;2013-10-22T00:00:00.000;2013-10-24T00:00:00.000;2000-02-29T00:00:00.000;2000-02-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
07JND9;Personenauto;SUBARU;FORESTER;20220821;20090821;8188;stationwagen;5;GRIJS;Niet geregistreerd;4;1994;1450;2015;1550;750;1500;20090821;20090821;Geen verstrekking in Open Data;35189;Ja;4;4;0;0;456;0;M1;midden tegen schutbord onder motorkap;2015;SH;e13*2001/116*0982*01;SH5;530;0;0.07;262;Nee;Nee;Nee;3515;0;2021;Logisch;00;Ja;2022-08-21T00:00:00.000;2009-08-21T00:00:00.000;2009-08-21T00:00:00.000;2009-08-21T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
JR788J;Personenauto;SUBARU;SUBARU XV;20220527;20160527;8092;stationwagen;5;WIT;Niet geregistreerd;4;1995;1365;1940;1465;650;1200;20160527;20160527;Geen verstrekking in Open Data;34189;Ja;4;4;0;0;445;0;M1;in bodemplaat r. v.;1940;G4;e1*2007/46*0597*08;GX7;5G0;0;0.08;264;Nee;Nee;Nee;3140;0;2020;Logisch;00;Ja;2022-05-27T00:00:00.000;2016-05-27T00:00:00.000;2016-05-27T00:00:00.000;2016-05-27T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;;;;;;;;;;
94NHFB;Personenauto;SUBARU;FORESTER;20221009;20180822;9225;stationwagen;5;BEIGE;Niet geregistreerd;4;1994;1425;1950;1525;750;1950;20030930;20030930;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;r. op schutbord onder motorkap;1950;;e13*98/14*0087*01;SGT;510;0;0.09;253;Nee;Nee;Nee;3900;0;2021;Logisch;00;Ja;2022-10-09T00:00:00.000;2018-08-22T00:00:00.000;2003-09-30T00:00:00.000;2003-09-30T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
PH176D;Personenauto;SUBARU;IMPREZA;20180207;20170623;;sedan;5;WIT;Niet geregistreerd;4;1994;1211;;1311;;;19971209;20170623;Geen verstrekking in Open Data;;Nee;2;4;;;;;M1;r. schutbord by motorruimte;;;;;;;0.08;252;Nee;Nee;Nee;;;2017;Geen oordeel;05;Ja;2018-02-07T00:00:00.000;2017-06-23T00:00:00.000;1997-12-09T00:00:00.000;2017-06-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
ZHTD10;Personenauto;SUBARU;IMPREZA;20230524;19990520;5718;sedan;5;GRIJS;Niet geregistreerd;4;1994;1230;1750;1330;500;1200;19990520;19990520;Geen verstrekking in Open Data;;Ja;4;4;0;0;435;0;M1;r. tegen schutbord onder motorkap;1750;;e13*96/79*0026*02;GCT;110;1;0.12;252;Nee;Nee;Nee;2950;0;2022;Logisch;00;Ja;2023-05-24T00:00:00.000;1999-05-20T00:00:00.000;1999-05-20T00:00:00.000;1999-05-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;
