kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd
4XPV84;Personenauto;FIAT;FIAT PUNTO;20230322;20220331;MPV;5;GRIJS;Niet geregistreerd;2;875;1065;1650;1165;400;1000;20140930;20140930;Geen verstrekking in Open Data;14835;Ja;4;4;0;0;407;0;M1;r. bodemplaat by voorzitting;1650;199;e3*2001/116*0217*41;BYG1B;61;0;0.06;251;Nee;Nee;Nee;2650;0;0;2022;Logisch;00;Ja;2023-03-22T00:00:00.000;2022-03-31T00:00:00.000;2014-09-30T00:00:00.000;2014-09-30T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
V612TX;Bedrijfsauto;FIAT;FIAT DUCATO;20221228;20191119;gesloten opbouw;3;N.v.t.;N.v.t.;4;2287;1950;3300;2050;750;;20181228;20181228;Geen verstrekking in Open Data;49303;Ja;0;4;0;0;0;205;N1;;3300;250;e3*2007/46*0044*22;B7MFC;HY;0;0.05;404;Nee;Nee;Nee;5800;0;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2019-11-19T00:00:00.000;2018-12-28T00:00:00.000;2018-12-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;11920;1350;;2500;;;;;;;;
64PBG5;Personenauto;FIAT;FIAT BRAVO;20230103;20110103;MPV;5;GRIJS;Niet geregistreerd;4;1368;1250;1785;1350;500;1300;20110103;20110103;Geen verstrekking in Open Data;23620;Ja;4;4;0;0;434;0;M1;bodemplaat by r. voorzitting;1785;198;e3*2001/116*0248*18;AXS1B;15;0;0.08;260;Nee;Nee;Nee;3085;0;;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3975;;;;;;;;;;;
GX634P;Personenauto;FIAT;FIAT PANDA;20221215;20211218;hatchback;4;WIT;Niet geregistreerd;4;1108;815;1255;915;350;800;20090313;20150907;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1255;169;e3*2001/116*0151*09;AXA1A;00E;0;0.04;230;Nee;Nee;Nee;2055;0;0;2021;Geen oordeel;05;Ja;2022-12-15T00:00:00.000;2021-12-18T00:00:00.000;2009-03-13T00:00:00.000;2015-09-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;724;;;;;;;;;;;
RN855T;Personenauto;FIAT;FIAT 500;20231229;20171229;hatchback;4;WIT;Niet geregistreerd;2;875;905;1370;1005;400;800;20171229;20171229;Geen verstrekking in Open Data;19085;Ja;3;4;0;0;357;0;M1;in kofferruimte;1370;312;e3*2007/46*0064*33;AXN1A;12C;0;0.06;230;Nee;Nee;Nee;2170;0;0;2021;Logisch;00;Ja;2023-12-29T00:00:00.000;2017-12-29T00:00:00.000;2017-12-29T00:00:00.000;2017-12-29T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1297;;;;;;;;;;;
N892LD;Personenauto;FIAT;QUBO;20230318;20220331;MPV;5;ROOD;Niet geregistreerd;4;1360;1155;1690;1255;400;600;20090525;20220331;Geen verstrekking in Open Data;;Nee;5;4;;;;172;M1;;1690;225;e3*2001/116*0271*07;AXA1A;00D;1;0.04;251;Nee;Nee;Nee;2290;;;2022;Geen oordeel;05;Ja;2023-03-18T00:00:00.000;2022-03-31T00:00:00.000;2009-05-25T00:00:00.000;2022-03-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2292;;;;;;155;;20211029;2021-10-29T00:00:00.000;;
7VPG66;Bedrijfsauto;FIAT;FIAT DOBLO;20230207;20190213;gesloten opbouw;2;N.v.t.;N.v.t.;4;1368;1215;1990;1315;500;;20110623;20110623;Geen verstrekking in Open Data;16371;Ja;0;4;0;0;439;183;N1;r. voorzitting;1990;263;e3*2007/46*0002*00;ZXA1A;A0;0;0.05;276;Nee;Nee;Nee;2990;0;;2021;Logisch;00;Ja;2023-02-07T00:00:00.000;2019-02-13T00:00:00.000;2011-06-23T00:00:00.000;2011-06-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2959;775;1000;1000;0;;;;;;;
49PDRS;Personenauto;FIAT;FIAT PANDA;20221222;20191125;hatchback;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20040513;20040513;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*00;AXB1A;01;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Onlogisch;04;Ja;2022-12-22T00:00:00.000;2019-11-25T00:00:00.000;2004-05-13T00:00:00.000;2004-05-13T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2343;;;;;;;;;;;
61TRT9;Personenauto;FIAT;PANDA;20230105;20120329;MPV;4;ROOD;Niet geregistreerd;2;875;950;1455;1050;400;800;20120329;20120329;Geen verstrekking in Open Data;12039;Ja;4;4;0;0;365;0;M1;r. kofferruimte;1455;312;e3*2007/46*0064*05;PXG1A;P1;0;0.06;230;Nee;Nee;Nee;2255;0;0;2021;Logisch;00;Ja;2023-01-05T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
1VTF73;Bedrijfsauto;FIAT;FIAT FIORINO;20230126;20120126;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1065;1700;1165;400;;20120126;20120126;Geen verstrekking in Open Data;18059;Ja;0;4;0;0;386;172;N1;r. voorzitting;1700;225;e3*2007/46*0011*06;BXD1A;A8L;0;0.05;251;Nee;Nee;Nee;2700;0;0;2021;Logisch;00;Ja;2023-01-26T00:00:00.000;2012-01-26T00:00:00.000;2012-01-26T00:00:00.000;2012-01-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;4547;635;1000;1000;0;;;;;;;
71PGSG;Personenauto;FIAT;FIAT PUNTO;20220828;20040616;hatchback;5;ZWART;Niet geregistreerd;4;1242;845;1380;945;400;1000;20040616;20040616;Geen verstrekking in Open Data;;Nee;2;4;0;0;0;0;M1;r. op bodemplaat v. r. voorzitting;1380;;e3*98/14*0048*05;AXA12;24;0;0.05;246;Nee;Nee;Nee;2380;0;;2021;Logisch;00;Ja;2022-08-28T00:00:00.000;2004-06-16T00:00:00.000;2004-06-16T00:00:00.000;2004-06-16T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2767;;;;;;;;;;;
75RFNP;Personenauto;FIAT;FIAT PUNTO;20230120;20210120;hatchback;5;ROOD;Niet geregistreerd;4;1242;835;1370;935;400;1000;20050304;20050304;Geen verstrekking in Open Data;;Ja;2;4;0;0;0;0;M1;r. op bodemplaat v. r. voorzitting;1370;;e3*98/14*0048*08;AXA1A;00AB;1;0.05;246;Nee;Nee;Nee;2370;0;;2021;Logisch;00;Ja;2023-01-20T00:00:00.000;2021-01-20T00:00:00.000;2005-03-04T00:00:00.000;2005-03-04T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2340;;;;;;;;;;;
HR361X;Personenauto;FIAT;FIAT PUNTO;20221227;20171113;hatchback;5;GRIJS;Niet geregistreerd;4;1242;850;1385;950;400;1000;20040227;20151221;Geen verstrekking in Open Data;;Ja;4;4;0;0;387;0;M1;r. op bodemplaat v. r. voorzitting;1385;188;e3*98/14*0048*05;BXA1A;01W;0;0.05;246;Nee;Nee;Nee;2385;0;;2021;Geen oordeel;05;Ja;2022-12-27T00:00:00.000;2017-11-13T00:00:00.000;2004-02-27T00:00:00.000;2015-12-21T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2381;;;;;;;;;;;
RT389P;Personenauto;FIAT;PANDA;20240131;20181108;MPV;5;WIT;Niet geregistreerd;2;875;950;1475;1050;400;800;20180131;20180131;Geen verstrekking in Open Data;12709;Ja;5;4;0;0;365;0;M1;in kofferruimte;1475;312;e3*2007/46*0064*33;PXN1A;P7D;0;0.06;230;Nee;Nee;Nee;2275;0;0;2021;Logisch;00;Ja;2024-01-31T00:00:00.000;2018-11-08T00:00:00.000;2018-01-31T00:00:00.000;2018-01-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1447;;;;;;;;;;;
V364BV;Bedrijfsauto;FIAT;FIAT DOBLO CARGO;20221224;20161219;gesloten opbouw;2;N.v.t.;N.v.t.;4;1368;1270;2090;1370;500;;20100331;20161219;Geen verstrekking in Open Data;16836;Ja;;4;;;;163;N1;r. bodemplaat v. voorzitting;2090;223L;;;;;0.04;296;Nee;Nee;Nee;3090;;;2021;Geen oordeel;05;Ja;2022-12-24T00:00:00.000;2016-12-19T00:00:00.000;2010-03-31T00:00:00.000;2016-12-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3076;820;1000;1000;0;;;;;;;
TPP16L;Land- of bosbouwtrekker;FIAT;450;;20211219;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;;;19650630;20211101;Geen verstrekking in Open Data;;Ja;;;;;;;T;;;;;;;;0;;Nee;Nee;Nee;;;;;Niet geregistreerd;NG;Ja;;2021-12-19T00:00:00.000;1965-06-30T00:00:00.000;2021-11-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
9XRX69;Personenauto;FIAT;FIAT PUNTO;20221223;20191223;MPV;5;ZWART;Niet geregistreerd;2;875;1050;1635;1150;400;1000;20141020;20141020;Geen verstrekking in Open Data;11645;Ja;2;4;0;0;407;0;M1;r. bodemplaat by voorzitting;1635;199;e3*2001/116*0217*41;AYG1B;60;0;0.06;251;Nee;Nee;Nee;2635;0;0;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2019-12-23T00:00:00.000;2014-10-20T00:00:00.000;2014-10-20T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
9XZL14;Personenauto;FIAT;FIAT 500;20221222;20211015;hatchback;4;WIT;Niet geregistreerd;4;1242;840;1305;940;400;800;20100813;20141212;Geen verstrekking in Open Data;15245;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1305;312;e3*2001/116*0261*07;AXA1A;00E;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Geen oordeel;05;Ja;2022-12-22T00:00:00.000;2021-10-15T00:00:00.000;2010-08-13T00:00:00.000;2014-12-12T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;242;;;;0;;;;;;;
99XJJR;Personenauto;FIAT;FIAT PUNTO;20230109;20210630;MPV;5;GRIJS;Niet geregistreerd;4;1368;1015;1600;1115;400;1000;20070613;20070613;Geen verstrekking in Open Data;;Ja;4;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1600;;e3*2001/116*0217*04;BXB11;16;0;0.05;251;Nee;Nee;Nee;2600;0;;2021;Logisch;00;Ja;2023-01-09T00:00:00.000;2021-06-30T00:00:00.000;2007-06-13T00:00:00.000;2007-06-13T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;3284;;;;;;;;;;;
20RNFB;Personenauto;FIAT;FIAT PANDA;20221020;20211221;hatchback;4;BLAUW;Niet geregistreerd;4;1108;815;1255;915;350;800;20050610;20050610;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1255;;e3*2001/116*0151*02;AXA1A;00;1;0.04;230;Nee;Nee;Nee;2055;0;;2021;Onlogisch;04;Ja;2022-10-20T00:00:00.000;2021-12-21T00:00:00.000;2005-06-10T00:00:00.000;2005-06-10T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1582;;;;;;;;;;;
77VDST;Bedrijfsauto;FIAT;DUCATO 14 2.8 TD;20230103;20160430;kampeerwagen;;N.v.t.;N.v.t.;4;;2430;3250;2530;750;;19981123;19981123;Geen verstrekking in Open Data;;Ja;;4;;;;200;N1;tegen r. voorwielscherm by voorzitting;3250;;;;;;0.04;370;Nee;Nee;Nee;3250;;;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2016-04-30T00:00:00.000;1998-11-23T00:00:00.000;1998-11-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;820;2000;2000;0;;;;;;;
46XFTH;Personenauto;FIAT;FIAT PANDA;20220913;20200902;hatchback;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20070428;20070428;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*05;AXB1A;01E;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2022-09-13T00:00:00.000;2020-09-02T00:00:00.000;2007-04-28T00:00:00.000;2007-04-28T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1727;;;;;;;;;;;
XD222R;Personenauto;FIAT;ABARTH 500;20230531;20211213;hatchback;4;GRIJS;Niet geregistreerd;4;1368;1020;1425;1120;;;20170531;20181206;Geen verstrekking in Open Data;38441;Ja;2;4;0;0;366;0;M1;;1425;312;e3*2007/46*0064*34;AXF1A;16KG;0;0.12;230;Nee;Nee;Nee;0;0;0;2021;Geen oordeel;05;Ja;2023-05-31T00:00:00.000;2021-12-13T00:00:00.000;2017-05-31T00:00:00.000;2018-12-06T00:00:00.000;F;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7586;;;;;;;;;;;
7TFP59;Personenauto;FIAT;FIAT 500;20230114;20160901;hatchback;4;ROOD;Niet geregistreerd;4;1242;840;1305;940;400;800;20081110;20140106;Geen verstrekking in Open Data;;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1305;312;e3*2001/116*0261*00;AXA1A;00;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Geen oordeel;05;Ja;2023-01-14T00:00:00.000;2016-09-01T00:00:00.000;2008-11-10T00:00:00.000;2014-01-06T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1178;;;;0;;;;;;;
85GPB3;Personenauto;FIAT;FIAT PANDA;20220219;20220205;hatchback;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20080731;20080731;Geen verstrekking in Open Data;;Nee;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*05;AXB1A;01E;0;0.05;230;Ja;Nee;Nee;2105;0;;2022;Logisch;00;Nee;2022-02-19T00:00:00.000;2022-02-05T00:00:00.000;2008-07-31T00:00:00.000;2008-07-31T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1678;;;;;;;;;;;
50GLVB;Personenauto;FIAT;FIAT SEICENTO;20221222;20211205;hatchback;5;ZWART;Niet geregistreerd;4;1108;710;1200;810;350;400;20010105;20010105;Geen verstrekking in Open Data;;Ja;2;4;0;0;334;0;M1;r. in kofferruimte op bodemplaat;1200;;e3*96/79*0036*04;AXC1A;02;1;0.05;220;Nee;Nee;Nee;1600;0;;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2021-12-05T00:00:00.000;2001-01-05T00:00:00.000;2001-01-05T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1194;;;;;;;;;;;
9TFJ73;Personenauto;FIAT;FIAT 500;20230131;20181124;hatchback;4;ZWART;Niet geregistreerd;2;875;945;1385;1045;400;800;20140131;20140131;Geen verstrekking in Open Data;20190;Ja;2;4;0;0;0;0;M1;r. kofferruimte;1385;312;e3*2007/46*0064*12;AXG1A;08F;0;0.06;230;Nee;Nee;Nee;2185;0;0;2021;Logisch;00;Ja;2023-01-31T00:00:00.000;2018-11-24T00:00:00.000;2014-01-31T00:00:00.000;2014-01-31T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
05VND5;Bedrijfsauto;FIAT;DOBLO 1.9 JTD LANG;20221203;20211216;gesloten opbouw;2;N.v.t.;N.v.t.;4;1910;1306;2180;1406;500;1300;20080128;20080128;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;172;N1;r. op bodemplaat v. r. voorzitting;2180;;;;;0;0.05;296;Nee;Nee;Nee;3480;;;2021;Logisch;00;Ja;2022-12-03T00:00:00.000;2021-12-16T00:00:00.000;2008-01-28T00:00:00.000;2008-01-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;6301;874;1300;1300;;;;;;;;
74TVX2;Personenauto;FIAT;FIAT 500;20230113;20220331;hatchback;4;BLAUW;Niet geregistreerd;2;875;905;1370;1005;400;800;20111228;20120416;Geen verstrekking in Open Data;9999;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1370;312;e3*2007/46*0064*04;AXG1A;08C;0;0.06;230;Nee;Nee;Nee;2170;0;0;2022;Geen oordeel;05;Ja;2023-01-13T00:00:00.000;2022-03-31T00:00:00.000;2011-12-28T00:00:00.000;2012-04-16T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
36PPR2;Personenauto;FIAT;FIAT 500;20220416;20211220;hatchback;4;ZWART;Niet geregistreerd;2;875;945;1385;1045;400;800;20110304;20110304;Geen verstrekking in Open Data;21195;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1385;312;e3*2007/46*0064*00;AXG1A;08B;0;0.06;230;Nee;Nee;Nee;2185;0;0;2021;Logisch;00;Ja;2022-04-16T00:00:00.000;2021-12-20T00:00:00.000;2011-03-04T00:00:00.000;2011-03-04T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
9TKS51;Personenauto;FIAT;FIAT PUNTO;20230311;20190419;MPV;5;WIT;Niet geregistreerd;2;875;1065;1650;1165;400;1000;20140311;20140311;Geen verstrekking in Open Data;13120;Ja;4;4;0;0;407;0;M1;r. op bodemplaat by voorzitting;1650;199;e3*2001/116*0217*39;BYG1B;61;0;0.06;251;Nee;Nee;Nee;2650;0;0;2022;Logisch;00;Ja;2023-03-11T00:00:00.000;2019-04-19T00:00:00.000;2014-03-11T00:00:00.000;2014-03-11T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
18LSZ1;Personenauto;FIAT;FIAT 500;20221230;20191230;hatchback;4;ROOD;Niet geregistreerd;4;1242;875;1340;975;400;800;20100625;20100625;Geen verstrekking in Open Data;15742;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1340;312;e3*2001/116*0261*11;AXA11;03C;0;0.05;230;Nee;Nee;Nee;2140;0;;2021;Logisch;00;Ja;2022-12-30T00:00:00.000;2019-12-30T00:00:00.000;2010-06-25T00:00:00.000;2010-06-25T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
