kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;oplegger_geremd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;vervaldatum_tachograaf;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;vervaldatum_tachograaf_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;maximum_massa_trekken_ongeremd;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;afwijkende_maximum_snelheid;catalogusprijs;maximale_constructiesnelheid;jaar_laatste_registratie_tellerstand;hoogte_voertuig;verticale_belasting_koppelpunt_getrokken_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;maximum_trekken_massa_geremd;aantal_staanplaatsen;subcategorie_nederland
46BDK1;Bedrijfsauto;MAN;TGM;20221205;20140111;brandweerwagen;8;N.v.t.;N.v.t.;6;6871;8005;15000;8105;20131205;20131205;Geen verstrekking in Open Data;Ja;;;4;;;730;244;N3;r. balk by vooras;15000;L.2007.46.009;;;;;0.02;370;Nee;Nee;;Nee;;;Niet geregistreerd;NG;Ja;2022-12-05T00:00:00.000;2014-01-11T00:00:00.000;2013-12-05T00:00:00.000;2013-12-05T00:00:00.000;;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;6995;;;;;;;;;;;;;;;
V784GX;Bedrijfsauto;MAN;TGE;20220717;20170717;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2103;3500;2203;20170717;20170717;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;in motorruimte r.;3500;SYN1E;e1*2007/46*1626*01;SYCB8ADAVAV3;NM350NSFM6AX002647MMC3DOMAN;0;0.06;449;Nee;Nee;;Nee;6000;0;Niet geregistreerd;NG;Ja;2022-07-17T00:00:00.000;2017-07-17T00:00:00.000;2017-07-17T00:00:00.000;2017-07-17T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1397;3000;3000;0;;60451;;2021;;;;;14568;;;
18BKG6;Bedrijfsauto;MAN;TGS;20221220;20220210;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7272;19000;7372;20171220;20171220;Geen verstrekking in Open Data;Ja;42628;2;4;0;454;598;250;N3;op balk v. r.;20500;L.2007.46.001;e4*2007/46*0229*28;06S04ZBBABAG9AA;K1ACB;0;0.04;360;Nee;Nee;20220916;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-20T00:00:00.000;2022-02-10T00:00:00.000;2017-12-20T00:00:00.000;2017-12-20T00:00:00.000;2022-09-16T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
VHG46X;Bedrijfsauto;MAN;TGE;20231021;20201021;open laadvloer;2;N.v.t.;N.v.t.;4;1968;2365;3500;2465;20201021;20201021;Geen verstrekking in Open Data;Nee;;2;6;0;0;700;210;N1;;3500;SZN1Z;e1*2007/46*1634*06;SZCD8DDAWAV2;PN350VSHA8DR001687MP0D2EOMAN;0;0.05;449;Nee;Nee;;Nee;7000;0;Logisch;00;Ja;2023-10-21T00:00:00.000;2020-10-21T00:00:00.000;2020-10-21T00:00:00.000;2020-10-21T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1135;3500;3500;0;;54777;156;2020;232;;;;;;;
TTL47Z;Land- of bosbouwtrekker;MAN;2 F 1;;20211130;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;19580630;20211130;Geen verstrekking in Open Data;Nee;;;;;;;;T;;;;;;;;0;;Nee;Nee;;Nee;;;Niet geregistreerd;NG;Ja;;2021-11-30T00:00:00.000;1958-06-30T00:00:00.000;2021-11-30T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
33BDH9;Bedrijfsauto;MAN;TGL;20221127;20170612;open laadvloer;3;N.v.t.;N.v.t.;4;4580;5570;11990;5670;20131127;20131127;Geen verstrekking in Open Data;Ja;;;4;;;816;239;N2;r. balk by vooras;12000;L.2007.46.011;;;;;0.02;420;Nee;Nee;20221125;Nee;15490;;Niet geregistreerd;NG;Ja;2022-11-27T00:00:00.000;2017-06-12T00:00:00.000;2013-11-27T00:00:00.000;2013-11-27T00:00:00.000;2022-11-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;6420;;;;;;;;;;;;;;;
TRF26J;Land- of bosbouwtrekker;MAN;2 P 1;;20211108;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;19610630;20211108;Geen verstrekking in Open Data;Ja;;;;;;;;T;;;;;;;;0;;Nee;Nee;;Nee;;;Niet geregistreerd;NG;Ja;;2021-11-08T00:00:00.000;1961-06-30T00:00:00.000;2021-11-08T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
V589XH;Bedrijfsauto;MAN;TGE;20230412;20190412;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2100;3500;2200;20190412;20190412;Geen verstrekking in Open Data;Ja;;5;4;0;0;0;204;N1;;3500;SYN1E;e1*2007/46*1626*08;SYBB8EDAWAV3;NM350NSHM6F6005657MMD3DOMAN;0;0.06;364;Nee;Nee;;Nee;7000;0;Logisch;00;Ja;2023-04-12T00:00:00.000;2019-04-12T00:00:00.000;2019-04-12T00:00:00.000;2019-04-12T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1400;3500;3500;0;;61952;;2022;;;;;14925;;;
VPJ70V;Bedrijfsauto;MAN;TGE;20250330;20220330;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;2090;3500;2190;20220330;20220330;Geen verstrekking in Open Data;Nee;;6;4;;613;599;204;N1;;3500;SYN1E;e1*2007/46*1626*25;SYBB4BDNAEV4;NM350NSFA89Q0012B4BKMC3DOOMAN;0;0.05;364;Nee;Nee;20240331;Nee;6000;;Logisch;00;Ja;2025-03-30T00:00:00.000;2022-03-30T00:00:00.000;2022-03-30T00:00:00.000;2022-03-30T00:00:00.000;2024-03-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1410;3000;3000;;;75306;155;2022;259;120;20220321;2022-03-21T00:00:00.000;18097;;;
ZB3968;Bedrijfsauto;MAN;735 H;;20151030;veewagen;;N.v.t.;N.v.t.;6;;7150;14500;7250;19650330;19650330;Geen verstrekking in Open Data;Ja;;;4;;;;248;N3;tegen r. balk 025 cm v. vooras;14500;;;;;;0.01;520;Nee;Nee;;Nee;;;Niet geregistreerd;NG;Ja;;2015-10-30T00:00:00.000;1965-03-30T00:00:00.000;1965-03-30T00:00:00.000;;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;7350;;;;;;;;;;;;;;;
52BKH9;Bedrijfsauto;MAN;TGS;20221222;20180308;huifopbouw;2;N.v.t.;N.v.t.;6;12419;11215;28000;11315;20171221;20171221;Geen verstrekking in Open Data;Ja;;;6;;;995;255;N3;r. balk by vooras;28000;L.2007.46.003;;;;;0.03;615;Nee;Nee;20231129;Nee;;;Niet geregistreerd;NG;Ja;2022-12-22T00:00:00.000;2018-03-08T00:00:00.000;2017-12-21T00:00:00.000;2017-12-21T00:00:00.000;2023-11-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;16785;;;;;;;;;;;;;;;
90BKG9;Bedrijfsauto;MAN;TGS;20221130;20171218;betonmixer;2;N.v.t.;N.v.t.;6;12419;17970;49000;18070;20171130;20171214;Geen verstrekking in Open Data;Ja;;;10;;;1060;255;N3;r. balk v. vooras;49000;;;;;;0.02;754;Nee;Nee;20231126;Nee;;;Niet geregistreerd;NG;Ja;2022-11-30T00:00:00.000;2017-12-18T00:00:00.000;2017-11-30T00:00:00.000;2017-12-14T00:00:00.000;2023-11-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;31030;;;;;;;;;;;;;;;
BXHF25;Bedrijfsauto;MAN;TGS 18.320 4X2 BLS EEV;20230111;20100111;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;7286;19000;7386;20100111;20100111;Geen verstrekking in Open Data;Ja;42714;0;4;0;489;618;250;N3;r. balk by vooras;20500;TGS 2 ACHSER N3 SZM;nl*2001/116*0320*01;SV18D20664X2MBLA;EV06;0;0.03;390;Nee;Nee;20231126;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-01-11T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;2023-11-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
VHG43X;Bedrijfsauto;MAN;TGE;20231027;20201027;open laadvloer;6;N.v.t.;N.v.t.;4;1968;2429;3500;2529;20201027;20201027;Geen verstrekking in Open Data;Nee;;4;6;0;0;700;210;N1;;3500;SZN1Z;e1*2007/46*1634*06;SZID8DDAWAV4;PN350VSHA8DR001687MP0D6EOMAN;0;0.05;449;Nee;Nee;;Nee;7000;0;Logisch;00;Ja;2023-10-27T00:00:00.000;2020-10-27T00:00:00.000;2020-10-27T00:00:00.000;2020-10-27T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1071;3500;3500;0;;55981;156;2020;234;;;;;;;
BTRR54;Bedrijfsauto;MAN;TGS 18.360 4X2 BL;20230124;20130729;gesloten opbouw;2;N.v.t.;N.v.t.;6;10518;10440;19000;10755;20080124;20080124;Geen verstrekking in Open Data;Ja;;0;4;0;930;965;255;N3;tegen r. balk tussen 1e veerh. en vooras;20500;TGS 2 ACHSER N3 LKW;nl*2001/116*0318*00;LU18D20664X2MBLA;E406;0;0.02;550;Nee;Nee;20230108;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-01-24T00:00:00.000;2013-07-29T00:00:00.000;2008-01-24T00:00:00.000;2008-01-24T00:00:00.000;2023-01-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;8560;39560;18519;;;;;;;;;;;;;
BZSL30;Bedrijfsauto;MAN;TGL 12.220 4X2 BL;20220204;20220106;gesloten opbouw;2;N.v.t.;N.v.t.;4;4580;6775;11990;6875;20120202;20120202;Geen verstrekking in Open Data;Nee;;;4;;;955;255;N2;r. balk by vooras;11990;;;;;;0.02;555;Ja;Nee;20230125;Nee;15490;;Niet geregistreerd;NG;Nee;2022-02-04T00:00:00.000;2022-01-06T00:00:00.000;2012-02-02T00:00:00.000;2012-02-02T00:00:00.000;2023-01-25T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;5215;;;;;;;;;;;;;;;
29BKG4;Bedrijfsauto;MAN;TGS;20221205;20171206;kipper;2;N.v.t.;N.v.t.;6;12419;18405;36000;18505;20171205;20171205;Geen verstrekking in Open Data;Ja;;;8;;921;941;255;N3;r. balk by vooras;37000;L.2007.46.007;;;;;0.02;640;Nee;Nee;20220710;Nee;39500;;Niet geregistreerd;NG;Ja;2022-12-05T00:00:00.000;2017-12-06T00:00:00.000;2017-12-05T00:00:00.000;2017-12-05T00:00:00.000;2022-07-10T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;17595;3500;3500;;;;;;;;;;;;;
BVGN71;Bedrijfsauto;MAN;TGX 28.400 6X2-2 BL;20230331;20191209;afneembare bovenbouw;2;N.v.t.;N.v.t.;6;10518;12150;28000;12391;20080729;20080729;Geen verstrekking in Open Data;Ja;;0;6;0;895;915;250;N3;tegen r. balk t.p.v. vooras;28000;TGX 3 ACHSER N3 LKW;nl*2001/116*0327*00;LU28D20666X2NBLA;E589;0;0.03;645;Nee;Nee;20240318;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-03-31T00:00:00.000;2019-12-09T00:00:00.000;2008-07-29T00:00:00.000;2008-07-29T00:00:00.000;2024-03-18T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;15850;37850;;;;;;;;;;;;;;
BPDL01;Bedrijfsauto;MAN;H36;20230213;20180411;kipper;;N.v.t.;N.v.t.;6;;20410;37000;20510;20040109;20040109;Geen verstrekking in Open Data;Ja;;;8;;895;1005;253;N3;tegen r. balk tussen vooras en 1e veerh.;37000;;;;;;0.01;670;Nee;Nee;20230806;Nee;50000;;Niet geregistreerd;NG;Ja;2023-02-13T00:00:00.000;2018-04-11T00:00:00.000;2004-01-09T00:00:00.000;2004-01-09T00:00:00.000;2023-08-06T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;16590;29590;12000;;;;;;;;;;;;;
86BHS6;Bedrijfsauto;MAN;MAN TGL;20230214;20161017;gesloten opbouw;3;N.v.t.;N.v.t.;4;4580;5100;8800;5200;20110607;20161017;Geen verstrekking in Open Data;Ja;;;4;;;800;255;N2;r. balk by vooras;8800;;;;;;0.03;420;Nee;Nee;20230112;Nee;;;Niet geregistreerd;NG;Ja;2023-02-14T00:00:00.000;2016-10-17T00:00:00.000;2011-06-07T00:00:00.000;2016-10-17T00:00:00.000;2023-01-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;3700;;;;;;;;;;;;;;;
37BGR7;Bedrijfsauto;MAN;TGX;20230312;20191202;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7657;20500;7757;20151229;20151229;Geen verstrekking in Open Data;Ja;42243;2;4;0;451;630;255;N3;r. balk by vooras;21000;L.2007.46.001;e4*2007/46*0229*21;06X04ZBBABAE2AA;K9ACB;0;0.04;390;Nee;Nee;20230128;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-03-12T00:00:00.000;2019-12-02T00:00:00.000;2015-12-29T00:00:00.000;2015-12-29T00:00:00.000;2023-01-28T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
75BDK8;Bedrijfsauto;MAN;TGX;20221227;20210515;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7422;19000;7522;20131227;20131227;Geen verstrekking in Open Data;Ja;42578;0;4;0;449;630;255;N3;r. balk by vooras;19000;L.2007.46.001;e4*NKS*0053*04;06X04A88AA;37540000373800H2ACB;0;0.04;390;Nee;Nee;20221201;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-27T00:00:00.000;2021-05-15T00:00:00.000;2013-12-27T00:00:00.000;2013-12-27T00:00:00.000;2022-12-01T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
78BGP2;Bedrijfsauto;MAN;TGX;20221224;20160216;opleggertrekker;2;N.v.t.;N.v.t.;6;12419;7272;19000;7372;20151224;20151224;Geen verstrekking in Open Data;Ja;42628;2;4;0;449;600;250;N3;r. balk by vooras;20500;L.2007.46.001;e4*NKS*0053*12;06X04ZBBABAE3AA;K1ACB;0;0.04;360;Nee;Nee;20231129;Nee;50000;0;Niet geregistreerd;NG;Ja;2022-12-24T00:00:00.000;2016-02-16T00:00:00.000;2015-12-24T00:00:00.000;2015-12-24T00:00:00.000;2023-11-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
BFPS34;Bedrijfsauto;MAN;9 FL;20221125;20211126;voor vervoer voertuigen;;N.v.t.;N.v.t.;4;;6260;9500;6360;19970127;19970127;Geen verstrekking in Open Data;Ja;;;4;;865;;244;N2;tegen r. balk tussen vooras en 2e veerh.;9500;;;;;;0.02;490;Nee;Nee;20231126;Nee;;;Niet geregistreerd;NG;Ja;2022-11-25T00:00:00.000;2021-11-26T00:00:00.000;1997-01-27T00:00:00.000;1997-01-27T00:00:00.000;2023-11-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;3240;2983;;;;;;;;;;;;;;
V908RJ;Bedrijfsauto;MAN;TGE;20220831;20220214;gesloten opbouw;3;N.v.t.;N.v.t.;4;1968;3045;3500;3145;20180827;20180827;Geen verstrekking in Open Data;Ja;;;6;;;;220;N1;r. balk;3500;SZN1Z;;;;;0.04;449;Nee;Nee;;Nee;7000;;Logisch;00;Ja;2022-08-31T00:00:00.000;2022-02-14T00:00:00.000;2018-08-27T00:00:00.000;2018-08-27T00:00:00.000;;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;455;3500;3500;;;60539;;2022;;;;;14589;;;
BXHF26;Bedrijfsauto;MAN;TGS 18.320 4X2 BLS EEV;20230111;20100111;opleggertrekker;2;N.v.t.;N.v.t.;6;10518;7286;19000;7386;20100111;20100111;Geen verstrekking in Open Data;Ja;42714;0;4;0;489;618;250;N3;r. balk by vooras;20500;TGS 2 ACHSER N3 SZM;nl*2001/116*0320*01;SV18D20664X2MBLA;EV06;0;0.03;390;Nee;Nee;20231129;Nee;50000;0;Niet geregistreerd;NG;Ja;2023-01-11T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;2023-11-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;0;;;;;;;;;;;;
VHG42X;Bedrijfsauto;MAN;TGE;20231021;20201021;open laadvloer;6;N.v.t.;N.v.t.;4;1968;2429;3500;2529;20201021;20201021;Geen verstrekking in Open Data;Nee;;4;6;0;0;700;210;N1;;3500;SZN1Z;e1*2007/46*1634*06;SZID8DDAWAV4;PN350VSHA8DR001687MP0D6EOMAN;0;0.05;449;Nee;Nee;;Nee;7000;0;Logisch;00;Ja;2023-10-21T00:00:00.000;2020-10-21T00:00:00.000;2020-10-21T00:00:00.000;2020-10-21T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;750;1071;3500;3500;0;;55981;156;2020;234;;;;;;;
67BFT4;Bedrijfsauto;MAN;TGM;20230117;20201214;gesloten opbouw;2;N.v.t.;N.v.t.;6;6871;8453;19000;8553;20150319;20150319;Geen verstrekking in Open Data;Ja;;;4;;;970;255;N3;r. balk by vooras;19000;L.2007.46.010;;;;;0.02;578;Nee;Nee;20230708;Nee;;;Niet geregistreerd;NG;Ja;2023-01-17T00:00:00.000;2020-12-14T00:00:00.000;2015-03-19T00:00:00.000;2015-03-19T00:00:00.000;2023-07-08T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;10547;;;;;;;;;;;;;;;
BLNZ31;Bedrijfsauto;MAN;L70;20221217;20041208;afneembare bovenbouw;;N.v.t.;N.v.t.;4;;5300;11990;5400;20011109;20011109;Geen verstrekking in Open Data;Ja;;;4;;;613;228;N2;tegen r. balk tussen vooras en 2e veerh.;11990;;;;;;0.02;368;Nee;Nee;20231129;Nee;15490;;Niet geregistreerd;NG;Ja;2022-12-17T00:00:00.000;2004-12-08T00:00:00.000;2001-11-09T00:00:00.000;2001-11-09T00:00:00.000;2023-11-29T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;6690;;;;;;;;;;;;;;;
3503GV;Land- of bosbouwtrekker;MAN;ONBEKEND;;20211004;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;19970630;20211004;Geen verstrekking in Open Data;Ja;;;;;;;;T;;;;;;;;0;;Nee;Nee;;Nee;;;Niet geregistreerd;NG;Ja;;2021-10-04T00:00:00.000;1997-06-30T00:00:00.000;2021-10-04T00:00:00.000;;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;
84BGP9;Bedrijfsauto;MAN;TGS;20221214;20160408;voertuig met haakarm;2;N.v.t.;N.v.t.;6;10518;11305;28000;11405;20151214;20151214;Geen verstrekking in Open Data;Ja;;;6;;;910;250;N3;r. balk by vooras;28000;L.2007.46.004;;;;;0.02;530;Nee;Nee;20231126;Nee;;;Niet geregistreerd;NG;Ja;2022-12-14T00:00:00.000;2016-04-08T00:00:00.000;2015-12-14T00:00:00.000;2015-12-14T00:00:00.000;2023-11-26T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;16695;;;;;;;;;;;;;;;
